lambda_filter,lambda_anti_filter,lambda_ewc,plasticity,stability,p1,p2,p1_null,p2_null,p1_range,p2_range,p1_embedding,p2_embedding,p1_embedding_null,p2_embedding_null,p1_embedding_range,p2_embedding_range
0.375,0.65625,0.0,0.6963587739148324,0.6088733216579101,0.31920397,0.82631874,0.1132901,0.35755688,0.2926758,0.7837177,3.200062,1.2504529,1.4573172,0.5067792,3.031668,1.1321124
