lambda_filter,lambda_anti_filter,lambda_ewc,plasticity,stability,p1,p2,p1_null,p2_null,p1_range,p2_range,p1_embedding,p2_embedding,p1_embedding_null,p2_embedding_null,p1_embedding_range,p2_embedding_range
0.96875,0.15625,0.0,0.6971816498662826,0.739832652266978,0.32987946,0.97697973,0.32968482,0.96362066,0.06097697,0.18281071,3.0192971,1.0963923,2.8160427,1.0326017,1.0479181,0.3599335
