lambda_filter,lambda_anti_filter,lambda_ewc,plasticity,stability,p1,p2,p1_null,p2_null,p1_range,p2_range,p1_embedding,p2_embedding,p1_embedding_null,p2_embedding_null,p1_embedding_range,p2_embedding_range
0.46875,0.71875,0.0,0.699444558732771,0.6143218525004864,0.3476081,0.8784673,0.12920247,0.4191721,0.31336084,0.8169477,3.1926997,1.2477276,1.5671787,0.54591286,2.9792688,1.1078084
