index,task,phase,cl_result,run,tstamp,algorithm,manager,si_lambda,si_eps,dense_size,ridge_result
7898,3,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.555
7899,3,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.552
7900,3,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.529
7901,3,3,0.649,si,1693708911.379716,si,True,1000.0,0.0001,128,0.633
7902,3,4,0.601,si,1693708911.379716,si,True,1000.0,0.0001,128,0.607
7903,3,5,0.573,si,1693708911.379716,si,True,1000.0,0.0001,128,0.603
7904,3,6,0.551,si,1693708911.379716,si,True,1000.0,0.0001,128,0.6
7905,3,7,0.535,si,1693708911.379716,si,True,1000.0,0.0001,128,0.578
7906,3,8,0.536,si,1693708911.379716,si,True,1000.0,0.0001,128,0.591
7907,3,9,0.536,si,1693708911.379716,si,True,1000.0,0.0001,128,0.587
7908,3,10,0.501,si,1693708911.379716,si,True,1000.0,0.0001,128,0.581
7909,4,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.562
7910,4,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.589
7911,4,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.528
7912,4,3,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.593
7913,4,4,0.657,si,1693708911.379716,si,True,1000.0,0.0001,128,0.654
7914,4,5,0.651,si,1693708911.379716,si,True,1000.0,0.0001,128,0.669
7915,4,6,0.625,si,1693708911.379716,si,True,1000.0,0.0001,128,0.657
7916,4,7,0.574,si,1693708911.379716,si,True,1000.0,0.0001,128,0.643
7917,4,8,0.584,si,1693708911.379716,si,True,1000.0,0.0001,128,0.659
7918,4,9,0.579,si,1693708911.379716,si,True,1000.0,0.0001,128,0.652
7919,4,10,0.582,si,1693708911.379716,si,True,1000.0,0.0001,128,0.656
7920,5,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.551
7921,5,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.578
7922,5,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.528
7923,5,3,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.545
7924,5,4,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.58
7925,5,5,0.621,si,1693708911.379716,si,True,1000.0,0.0001,128,0.631
7926,5,6,0.629,si,1693708911.379716,si,True,1000.0,0.0001,128,0.603
7927,5,7,0.579,si,1693708911.379716,si,True,1000.0,0.0001,128,0.593
7928,5,8,0.618,si,1693708911.379716,si,True,1000.0,0.0001,128,0.615
7929,5,9,0.608,si,1693708911.379716,si,True,1000.0,0.0001,128,0.626
7930,5,10,0.557,si,1693708911.379716,si,True,1000.0,0.0001,128,0.61
7931,6,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.573
7932,6,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.574
7933,6,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.564
7934,6,3,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.583
7935,6,4,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.595
7936,6,5,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.612
7937,6,6,0.688,si,1693708911.379716,si,True,1000.0,0.0001,128,0.663
7938,6,7,0.63,si,1693708911.379716,si,True,1000.0,0.0001,128,0.646
7939,6,8,0.648,si,1693708911.379716,si,True,1000.0,0.0001,128,0.64
7940,6,9,0.616,si,1693708911.379716,si,True,1000.0,0.0001,128,0.638
7941,6,10,0.596,si,1693708911.379716,si,True,1000.0,0.0001,128,0.609
7942,7,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.516
7943,7,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.558
7944,7,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.48
7945,7,3,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.492
7946,7,4,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.529
7947,7,5,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.544
7948,7,6,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.542
7949,7,7,0.615,si,1693708911.379716,si,True,1000.0,0.0001,128,0.6
7950,7,8,0.566,si,1693708911.379716,si,True,1000.0,0.0001,128,0.574
7951,7,9,0.585,si,1693708911.379716,si,True,1000.0,0.0001,128,0.575
7952,7,10,0.572,si,1693708911.379716,si,True,1000.0,0.0001,128,0.574
7953,8,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.55
7954,8,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.561
7955,8,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.538
7956,8,3,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.563
7957,8,4,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.558
7958,8,5,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.585
7959,8,6,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.589
7960,8,7,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.599
7961,8,8,0.683,si,1693708911.379716,si,True,1000.0,0.0001,128,0.651
7962,8,9,0.66,si,1693708911.379716,si,True,1000.0,0.0001,128,0.641
7963,8,10,0.599,si,1693708911.379716,si,True,1000.0,0.0001,128,0.631
7964,9,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.554
7965,9,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.597
7966,9,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.526
7967,9,3,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.549
7968,9,4,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.583
7969,9,5,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.591
7970,9,6,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.608
7971,9,7,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.617
7972,9,8,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.624
7973,9,9,0.657,si,1693708911.379716,si,True,1000.0,0.0001,128,0.649
7974,9,10,0.619,si,1693708911.379716,si,True,1000.0,0.0001,128,0.636
7975,10,0,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.508
7976,10,1,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.502
7977,10,2,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.469
7978,10,3,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.47
7979,10,4,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.485
7980,10,5,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.516
7981,10,6,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.507
7982,10,7,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.534
7983,10,8,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.535
7984,10,9,0.1,si,1693708911.379716,si,True,1000.0,0.0001,128,0.531
7985,10,10,0.617,si,1693708911.379716,si,True,1000.0,0.0001,128,0.587
7986,0,0,0.836,si,1693708924.695263,si,True,10000.0,0.0001,512,0.8373
7987,0,1,0.8418,si,1693708924.695263,si,True,10000.0,0.0001,512,0.8375
7988,0,2,0.528,si,1693708924.695263,si,True,10000.0,0.0001,512,0.6908
7989,0,3,0.5401,si,1693708924.695263,si,True,10000.0,0.0001,512,0.701
7990,0,4,0.5549,si,1693708924.695263,si,True,10000.0,0.0001,512,0.7183
7991,0,5,0.5777,si,1693708924.695263,si,True,10000.0,0.0001,512,0.7301
7992,0,6,0.5839,si,1693708924.695263,si,True,10000.0,0.0001,512,0.7382
7993,0,7,0.5867,si,1693708924.695263,si,True,10000.0,0.0001,512,0.7408
7994,0,8,0.6055,si,1693708924.695263,si,True,10000.0,0.0001,512,0.7487
7995,0,9,0.6289,si,1693708924.695263,si,True,10000.0,0.0001,512,0.7544
7996,0,10,0.652,si,1693708924.695263,si,True,10000.0,0.0001,512,0.7612
7997,1,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.684
7998,1,1,0.707,si,1693708924.695263,si,True,10000.0,0.0001,512,0.679
7999,1,2,0.52,si,1693708924.695263,si,True,10000.0,0.0001,512,0.612
8000,1,3,0.522,si,1693708924.695263,si,True,10000.0,0.0001,512,0.62
8001,1,4,0.512,si,1693708924.695263,si,True,10000.0,0.0001,512,0.628
8002,1,5,0.55,si,1693708924.695263,si,True,10000.0,0.0001,512,0.652
8003,1,6,0.547,si,1693708924.695263,si,True,10000.0,0.0001,512,0.658
8004,1,7,0.546,si,1693708924.695263,si,True,10000.0,0.0001,512,0.663
8005,1,8,0.559,si,1693708924.695263,si,True,10000.0,0.0001,512,0.646
8006,1,9,0.568,si,1693708924.695263,si,True,10000.0,0.0001,512,0.654
8007,1,10,0.578,si,1693708924.695263,si,True,10000.0,0.0001,512,0.661
8008,2,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.554
8009,2,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.556
8010,2,2,0.564,si,1693708924.695263,si,True,10000.0,0.0001,512,0.517
8011,2,3,0.56,si,1693708924.695263,si,True,10000.0,0.0001,512,0.521
8012,2,4,0.496,si,1693708924.695263,si,True,10000.0,0.0001,512,0.531
8013,2,5,0.489,si,1693708924.695263,si,True,10000.0,0.0001,512,0.523
8014,2,6,0.496,si,1693708924.695263,si,True,10000.0,0.0001,512,0.532
8015,2,7,0.5,si,1693708924.695263,si,True,10000.0,0.0001,512,0.536
8016,2,8,0.491,si,1693708924.695263,si,True,10000.0,0.0001,512,0.552
8017,2,9,0.511,si,1693708924.695263,si,True,10000.0,0.0001,512,0.558
8018,2,10,0.517,si,1693708924.695263,si,True,10000.0,0.0001,512,0.54
8019,3,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.661
8020,3,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.66
8021,3,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.619
8022,3,3,0.649,si,1693708924.695263,si,True,10000.0,0.0001,512,0.652
8023,3,4,0.614,si,1693708924.695263,si,True,10000.0,0.0001,512,0.639
8024,3,5,0.616,si,1693708924.695263,si,True,10000.0,0.0001,512,0.64
8025,3,6,0.612,si,1693708924.695263,si,True,10000.0,0.0001,512,0.642
8026,3,7,0.607,si,1693708924.695263,si,True,10000.0,0.0001,512,0.642
8027,3,8,0.594,si,1693708924.695263,si,True,10000.0,0.0001,512,0.667
8028,3,9,0.598,si,1693708924.695263,si,True,10000.0,0.0001,512,0.653
8029,3,10,0.613,si,1693708924.695263,si,True,10000.0,0.0001,512,0.657
8030,4,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.642
8031,4,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.652
8032,4,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.61
8033,4,3,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.625
8034,4,4,0.678,si,1693708924.695263,si,True,10000.0,0.0001,512,0.647
8035,4,5,0.681,si,1693708924.695263,si,True,10000.0,0.0001,512,0.653
8036,4,6,0.678,si,1693708924.695263,si,True,10000.0,0.0001,512,0.657
8037,4,7,0.665,si,1693708924.695263,si,True,10000.0,0.0001,512,0.665
8038,4,8,0.633,si,1693708924.695263,si,True,10000.0,0.0001,512,0.669
8039,4,9,0.616,si,1693708924.695263,si,True,10000.0,0.0001,512,0.688
8040,4,10,0.637,si,1693708924.695263,si,True,10000.0,0.0001,512,0.67
8041,5,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.646
8042,5,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.651
8043,5,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.601
8044,5,3,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.613
8045,5,4,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.613
8046,5,5,0.653,si,1693708924.695263,si,True,10000.0,0.0001,512,0.618
8047,5,6,0.659,si,1693708924.695263,si,True,10000.0,0.0001,512,0.622
8048,5,7,0.648,si,1693708924.695263,si,True,10000.0,0.0001,512,0.627
8049,5,8,0.615,si,1693708924.695263,si,True,10000.0,0.0001,512,0.621
8050,5,9,0.609,si,1693708924.695263,si,True,10000.0,0.0001,512,0.635
8051,5,10,0.609,si,1693708924.695263,si,True,10000.0,0.0001,512,0.631
8052,6,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.65
8053,6,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.649
8054,6,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.612
8055,6,3,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.623
8056,6,4,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.633
8057,6,5,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.649
8058,6,6,0.689,si,1693708924.695263,si,True,10000.0,0.0001,512,0.648
8059,6,7,0.687,si,1693708924.695263,si,True,10000.0,0.0001,512,0.654
8060,6,8,0.664,si,1693708924.695263,si,True,10000.0,0.0001,512,0.657
8061,6,9,0.672,si,1693708924.695263,si,True,10000.0,0.0001,512,0.64
8062,6,10,0.67,si,1693708924.695263,si,True,10000.0,0.0001,512,0.655
8063,7,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.604
8064,7,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.608
8065,7,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.517
8066,7,3,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.541
8067,7,4,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.548
8068,7,5,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.567
8069,7,6,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.6
8070,7,7,0.622,si,1693708924.695263,si,True,10000.0,0.0001,512,0.578
8071,7,8,0.615,si,1693708924.695263,si,True,10000.0,0.0001,512,0.584
8072,7,9,0.608,si,1693708924.695263,si,True,10000.0,0.0001,512,0.593
8073,7,10,0.6,si,1693708924.695263,si,True,10000.0,0.0001,512,0.595
8074,8,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.655
8075,8,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.652
8076,8,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.601
8077,8,3,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.625
8078,8,4,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.624
8079,8,5,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.64
8080,8,6,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.66
8081,8,7,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.662
8082,8,8,0.708,si,1693708924.695263,si,True,10000.0,0.0001,512,0.671
8083,8,9,0.707,si,1693708924.695263,si,True,10000.0,0.0001,512,0.66
8084,8,10,0.705,si,1693708924.695263,si,True,10000.0,0.0001,512,0.69
8085,9,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.649
8086,9,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.666
8087,9,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.617
8088,9,3,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.632
8089,9,4,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.629
8090,9,5,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.639
8091,9,6,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.651
8092,9,7,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.658
8093,9,8,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.663
8094,9,9,0.689,si,1693708924.695263,si,True,10000.0,0.0001,512,0.662
8095,9,10,0.685,si,1693708924.695263,si,True,10000.0,0.0001,512,0.67
8096,10,0,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.602
8097,10,1,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.597
8098,10,2,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.554
8099,10,3,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.555
8100,10,4,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.559
8101,10,5,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.569
8102,10,6,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.579
8103,10,7,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.582
8104,10,8,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.584
8105,10,9,0.1,si,1693708924.695263,si,True,10000.0,0.0001,512,0.576
8106,10,10,0.621,si,1693708924.695263,si,True,10000.0,0.0001,512,0.58
8107,0,0,0.8441,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.841
8108,0,1,0.8438,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.8421
8109,0,2,0.2945,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.6443
8110,0,3,0.3638,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.6548
8111,0,4,0.4168,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.6582
8112,0,5,0.4506,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.6745
8113,0,6,0.474,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.6908
8114,0,7,0.5349,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.7056
8115,0,8,0.5689,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.7119
8116,0,9,0.5898,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.714
8117,0,10,0.6091,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.7223
8118,1,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.681
8119,1,1,0.718,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.69
8120,1,2,0.269,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.555
8121,1,3,0.325,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.563
8122,1,4,0.371,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.571
8123,1,5,0.399,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.597
8124,1,6,0.431,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.586
8125,1,7,0.458,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.608
8126,1,8,0.48,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.616
8127,1,9,0.498,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.621
8128,1,10,0.543,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.625
8129,2,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.474
8130,2,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.461
8131,2,2,0.499,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.469
8132,2,3,0.495,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.455
8133,2,4,0.385,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.463
8134,2,5,0.387,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.468
8135,2,6,0.391,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.475
8136,2,7,0.404,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.456
8137,2,8,0.412,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.466
8138,2,9,0.396,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.47
8139,2,10,0.377,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.474
8140,3,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.618
8141,3,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.643
8142,3,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.587
8143,3,3,0.648,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.617
8144,3,4,0.62,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.629
8145,3,5,0.621,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.622
8146,3,6,0.635,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.617
8147,3,7,0.631,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.645
8148,3,8,0.625,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.63
8149,3,9,0.603,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.629
8150,3,10,0.574,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.633
8151,4,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.629
8152,4,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.64
8153,4,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.577
8154,4,3,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.599
8155,4,4,0.638,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.629
8156,4,5,0.632,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.629
8157,4,6,0.638,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.629
8158,4,7,0.62,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.634
8159,4,8,0.626,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.633
8160,4,9,0.607,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.627
8161,4,10,0.589,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.644
8162,5,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.615
8163,5,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.617
8164,5,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.554
8165,5,3,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.583
8166,5,4,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.579
8167,5,5,0.607,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.602
8168,5,6,0.606,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.597
8169,5,7,0.607,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.6
8170,5,8,0.607,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.609
8171,5,9,0.6,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.608
8172,5,10,0.596,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.623
8173,6,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.61
8174,6,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.615
8175,6,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.551
8176,6,3,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.569
8177,6,4,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.563
8178,6,5,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.575
8179,6,6,0.632,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.593
8180,6,7,0.639,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.597
8181,6,8,0.634,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.59
8182,6,9,0.612,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.581
8183,6,10,0.597,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.585
8184,7,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.542
8185,7,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.56
8186,7,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.482
8187,7,3,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.517
8188,7,4,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.52
8189,7,5,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.526
8190,7,6,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.526
8191,7,7,0.562,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.544
8192,7,8,0.56,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.546
8193,7,9,0.551,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.54
8194,7,10,0.545,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.547
8195,8,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.611
8196,8,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.61
8197,8,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.521
8198,8,3,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.531
8199,8,4,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.563
8200,8,5,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.555
8201,8,6,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.572
8202,8,7,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.572
8203,8,8,0.634,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.59
8204,8,9,0.626,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.596
8205,8,10,0.626,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.598
8206,9,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.623
8207,9,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.619
8208,9,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.554
8209,9,3,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.56
8210,9,4,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.572
8211,9,5,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.588
8212,9,6,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.591
8213,9,7,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.588
8214,9,8,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.594
8215,9,9,0.636,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.608
8216,9,10,0.635,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.613
8217,10,0,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.596
8218,10,1,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.6
8219,10,2,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.518
8220,10,3,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.525
8221,10,4,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.535
8222,10,5,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.543
8223,10,6,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.562
8224,10,7,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.555
8225,10,8,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.56
8226,10,9,0.1,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.568
8227,10,10,0.605,si,1693708980.2101972,si,True,10000.0,0.0001,256,0.574
8228,0,0,0.8281,si,1693709145.696454,si,True,10000.0,0.0001,128,0.8219
8229,0,1,0.8266,si,1693709145.696454,si,True,10000.0,0.0001,128,0.8235
8230,0,2,0.2797,si,1693709145.696454,si,True,10000.0,0.0001,128,0.5583
8231,0,3,0.3383,si,1693709145.696454,si,True,10000.0,0.0001,128,0.5906
8232,0,4,0.452,si,1693709145.696454,si,True,10000.0,0.0001,128,0.6314
8233,0,5,0.5397,si,1693709145.696454,si,True,10000.0,0.0001,128,0.6624
