index,task,phase,cl_result,run,tstamp,algorithm,manager,si_lambda,si_eps,dense_size,ridge_result
35910,8,6,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.682
35911,8,7,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.716
35912,8,8,0.875,si,1694029029.4625962,si,True,1.0,1e-08,128,0.868
35913,8,9,0.699,si,1694029029.4625962,si,True,1.0,1e-08,128,0.798
35914,8,10,0.563,si,1694029029.4625962,si,True,1.0,1e-08,128,0.766
35915,9,0,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.526
35916,9,1,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.586
35917,9,2,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.602
35918,9,3,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.629
35919,9,4,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.594
35920,9,5,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.644
35921,9,6,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.671
35922,9,7,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.669
35923,9,8,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.663
35924,9,9,0.814,si,1694029029.4625962,si,True,1.0,1e-08,128,0.811
35925,9,10,0.631,si,1694029029.4625962,si,True,1.0,1e-08,128,0.755
35926,10,0,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.477
35927,10,1,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.579
35928,10,2,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.544
35929,10,3,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.56
35930,10,4,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.562
35931,10,5,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.545
35932,10,6,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.531
35933,10,7,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.561
35934,10,8,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.597
35935,10,9,0.1,si,1694029029.4625962,si,True,1.0,1e-08,128,0.582
35936,10,10,0.792,si,1694029029.4625962,si,True,1.0,1e-08,128,0.782
35937,0,0,0.8366,si,1694029108.2024906,si,True,10.0,1e-08,512,0.8303
35938,0,1,0.7614,si,1694029108.2024906,si,True,10.0,1e-08,512,0.7869
35939,0,2,0.6226,si,1694029108.2024906,si,True,10.0,1e-08,512,0.7318
35940,0,3,0.4801,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6835
35941,0,4,0.504,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6899
35942,0,5,0.4651,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6668
35943,0,6,0.4361,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6621
35944,0,7,0.4041,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6635
35945,0,8,0.4094,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6555
35946,0,9,0.3851,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6377
35947,0,10,0.3283,si,1694029108.2024906,si,True,10.0,1e-08,512,0.6231
35948,1,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.708
35949,1,1,0.849,si,1694029108.2024906,si,True,10.0,1e-08,512,0.836
35950,1,2,0.717,si,1694029108.2024906,si,True,10.0,1e-08,512,0.78
35951,1,3,0.517,si,1694029108.2024906,si,True,10.0,1e-08,512,0.748
35952,1,4,0.493,si,1694029108.2024906,si,True,10.0,1e-08,512,0.751
35953,1,5,0.504,si,1694029108.2024906,si,True,10.0,1e-08,512,0.757
35954,1,6,0.481,si,1694029108.2024906,si,True,10.0,1e-08,512,0.763
35955,1,7,0.511,si,1694029108.2024906,si,True,10.0,1e-08,512,0.757
35956,1,8,0.504,si,1694029108.2024906,si,True,10.0,1e-08,512,0.762
35957,1,9,0.45,si,1694029108.2024906,si,True,10.0,1e-08,512,0.753
35958,1,10,0.451,si,1694029108.2024906,si,True,10.0,1e-08,512,0.74
35959,2,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.616
35960,2,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.642
35961,2,2,0.759,si,1694029108.2024906,si,True,10.0,1e-08,512,0.753
35962,2,3,0.393,si,1694029108.2024906,si,True,10.0,1e-08,512,0.676
35963,2,4,0.377,si,1694029108.2024906,si,True,10.0,1e-08,512,0.699
35964,2,5,0.366,si,1694029108.2024906,si,True,10.0,1e-08,512,0.683
35965,2,6,0.245,si,1694029108.2024906,si,True,10.0,1e-08,512,0.641
35966,2,7,0.263,si,1694029108.2024906,si,True,10.0,1e-08,512,0.665
35967,2,8,0.265,si,1694029108.2024906,si,True,10.0,1e-08,512,0.667
35968,2,9,0.23,si,1694029108.2024906,si,True,10.0,1e-08,512,0.634
35969,2,10,0.236,si,1694029108.2024906,si,True,10.0,1e-08,512,0.638
35970,3,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.577
35971,3,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.655
35972,3,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.628
35973,3,3,0.778,si,1694029108.2024906,si,True,10.0,1e-08,512,0.76
35974,3,4,0.592,si,1694029108.2024906,si,True,10.0,1e-08,512,0.715
35975,3,5,0.47,si,1694029108.2024906,si,True,10.0,1e-08,512,0.68
35976,3,6,0.269,si,1694029108.2024906,si,True,10.0,1e-08,512,0.646
35977,3,7,0.275,si,1694029108.2024906,si,True,10.0,1e-08,512,0.642
35978,3,8,0.248,si,1694029108.2024906,si,True,10.0,1e-08,512,0.665
35979,3,9,0.186,si,1694029108.2024906,si,True,10.0,1e-08,512,0.669
35980,3,10,0.151,si,1694029108.2024906,si,True,10.0,1e-08,512,0.65
35981,4,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.691
35982,4,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.718
35983,4,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.726
35984,4,3,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.736
35985,4,4,0.842,si,1694029108.2024906,si,True,10.0,1e-08,512,0.833
35986,4,5,0.719,si,1694029108.2024906,si,True,10.0,1e-08,512,0.781
35987,4,6,0.167,si,1694029108.2024906,si,True,10.0,1e-08,512,0.764
35988,4,7,0.183,si,1694029108.2024906,si,True,10.0,1e-08,512,0.766
35989,4,8,0.215,si,1694029108.2024906,si,True,10.0,1e-08,512,0.775
35990,4,9,0.204,si,1694029108.2024906,si,True,10.0,1e-08,512,0.754
35991,4,10,0.214,si,1694029108.2024906,si,True,10.0,1e-08,512,0.73
35992,5,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.658
35993,5,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.725
35994,5,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.69
35995,5,3,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.696
35996,5,4,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.699
35997,5,5,0.833,si,1694029108.2024906,si,True,10.0,1e-08,512,0.818
35998,5,6,0.312,si,1694029108.2024906,si,True,10.0,1e-08,512,0.758
35999,5,7,0.313,si,1694029108.2024906,si,True,10.0,1e-08,512,0.748
36000,5,8,0.302,si,1694029108.2024906,si,True,10.0,1e-08,512,0.749
36001,5,9,0.264,si,1694029108.2024906,si,True,10.0,1e-08,512,0.751
36002,5,10,0.258,si,1694029108.2024906,si,True,10.0,1e-08,512,0.733
36003,6,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.615
36004,6,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.62
36005,6,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.625
36006,6,3,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.618
36007,6,4,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.632
36008,6,5,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.645
36009,6,6,0.755,si,1694029108.2024906,si,True,10.0,1e-08,512,0.752
36010,6,7,0.674,si,1694029108.2024906,si,True,10.0,1e-08,512,0.704
36011,6,8,0.625,si,1694029108.2024906,si,True,10.0,1e-08,512,0.696
36012,6,9,0.27,si,1694029108.2024906,si,True,10.0,1e-08,512,0.704
36013,6,10,0.203,si,1694029108.2024906,si,True,10.0,1e-08,512,0.673
36014,7,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.579
36015,7,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.582
36016,7,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.614
36017,7,3,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.604
36018,7,4,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.615
36019,7,5,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.603
36020,7,6,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.601
36021,7,7,0.726,si,1694029108.2024906,si,True,10.0,1e-08,512,0.72
36022,7,8,0.565,si,1694029108.2024906,si,True,10.0,1e-08,512,0.673
36023,7,9,0.369,si,1694029108.2024906,si,True,10.0,1e-08,512,0.667
36024,7,10,0.377,si,1694029108.2024906,si,True,10.0,1e-08,512,0.642
36025,8,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.691
36026,8,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.712
36027,8,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.727
36028,8,3,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.725
36029,8,4,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.735
36030,8,5,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.738
36031,8,6,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.724
36032,8,7,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.748
36033,8,8,0.846,si,1694029108.2024906,si,True,10.0,1e-08,512,0.828
36034,8,9,0.503,si,1694029108.2024906,si,True,10.0,1e-08,512,0.785
36035,8,10,0.526,si,1694029108.2024906,si,True,10.0,1e-08,512,0.79
36036,9,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.621
36037,9,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.652
36038,9,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.623
36039,9,3,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.636
36040,9,4,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.647
36041,9,5,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.656
36042,9,6,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.679
36043,9,7,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.705
36044,9,8,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.688
36045,9,9,0.799,si,1694029108.2024906,si,True,10.0,1e-08,512,0.782
36046,9,10,0.694,si,1694029108.2024906,si,True,10.0,1e-08,512,0.757
36047,10,0,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.544
36048,10,1,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.569
36049,10,2,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.598
36050,10,3,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.565
36051,10,4,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.581
36052,10,5,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.578
36053,10,6,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.557
36054,10,7,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.604
36055,10,8,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.584
36056,10,9,0.1,si,1694029108.2024906,si,True,10.0,1e-08,512,0.618
36057,10,10,0.77,si,1694029108.2024906,si,True,10.0,1e-08,512,0.745
36058,0,0,0.8441,si,1694029251.6145873,si,True,10.0,1e-08,256,0.8402
36059,0,1,0.7572,si,1694029251.6145873,si,True,10.0,1e-08,256,0.7855
36060,0,2,0.6379,si,1694029251.6145873,si,True,10.0,1e-08,256,0.7239
36061,0,3,0.4074,si,1694029251.6145873,si,True,10.0,1e-08,256,0.6591
36062,0,4,0.426,si,1694029251.6145873,si,True,10.0,1e-08,256,0.6744
36063,0,5,0.3469,si,1694029251.6145873,si,True,10.0,1e-08,256,0.6448
36064,0,6,0.3894,si,1694029251.6145873,si,True,10.0,1e-08,256,0.6505
36065,0,7,0.4036,si,1694029251.6145873,si,True,10.0,1e-08,256,0.6329
36066,0,8,0.4226,si,1694029251.6145873,si,True,10.0,1e-08,256,0.656
36067,0,9,0.3905,si,1694029251.6145873,si,True,10.0,1e-08,256,0.6332
36068,0,10,0.3948,si,1694029251.6145873,si,True,10.0,1e-08,256,0.6206
36069,1,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.676
36070,1,1,0.847,si,1694029251.6145873,si,True,10.0,1e-08,256,0.84
36071,1,2,0.759,si,1694029251.6145873,si,True,10.0,1e-08,256,0.783
36072,1,3,0.279,si,1694029251.6145873,si,True,10.0,1e-08,256,0.711
36073,1,4,0.267,si,1694029251.6145873,si,True,10.0,1e-08,256,0.729
36074,1,5,0.268,si,1694029251.6145873,si,True,10.0,1e-08,256,0.716
36075,1,6,0.29,si,1694029251.6145873,si,True,10.0,1e-08,256,0.702
36076,1,7,0.261,si,1694029251.6145873,si,True,10.0,1e-08,256,0.685
36077,1,8,0.263,si,1694029251.6145873,si,True,10.0,1e-08,256,0.743
36078,1,9,0.26,si,1694029251.6145873,si,True,10.0,1e-08,256,0.703
36079,1,10,0.256,si,1694029251.6145873,si,True,10.0,1e-08,256,0.72
36080,2,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.611
36081,2,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.612
36082,2,2,0.756,si,1694029251.6145873,si,True,10.0,1e-08,256,0.735
36083,2,3,0.348,si,1694029251.6145873,si,True,10.0,1e-08,256,0.66
36084,2,4,0.353,si,1694029251.6145873,si,True,10.0,1e-08,256,0.678
36085,2,5,0.315,si,1694029251.6145873,si,True,10.0,1e-08,256,0.67
36086,2,6,0.286,si,1694029251.6145873,si,True,10.0,1e-08,256,0.643
36087,2,7,0.332,si,1694029251.6145873,si,True,10.0,1e-08,256,0.642
36088,2,8,0.264,si,1694029251.6145873,si,True,10.0,1e-08,256,0.646
36089,2,9,0.275,si,1694029251.6145873,si,True,10.0,1e-08,256,0.631
36090,2,10,0.272,si,1694029251.6145873,si,True,10.0,1e-08,256,0.619
36091,3,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.589
36092,3,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.619
36093,3,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.646
36094,3,3,0.783,si,1694029251.6145873,si,True,10.0,1e-08,256,0.783
36095,3,4,0.642,si,1694029251.6145873,si,True,10.0,1e-08,256,0.72
36096,3,5,0.208,si,1694029251.6145873,si,True,10.0,1e-08,256,0.668
36097,3,6,0.241,si,1694029251.6145873,si,True,10.0,1e-08,256,0.659
36098,3,7,0.225,si,1694029251.6145873,si,True,10.0,1e-08,256,0.615
36099,3,8,0.236,si,1694029251.6145873,si,True,10.0,1e-08,256,0.659
36100,3,9,0.219,si,1694029251.6145873,si,True,10.0,1e-08,256,0.639
36101,3,10,0.221,si,1694029251.6145873,si,True,10.0,1e-08,256,0.612
36102,4,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.664
36103,4,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.687
36104,4,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.717
36105,4,3,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.712
36106,4,4,0.84,si,1694029251.6145873,si,True,10.0,1e-08,256,0.834
36107,4,5,0.385,si,1694029251.6145873,si,True,10.0,1e-08,256,0.759
36108,4,6,0.329,si,1694029251.6145873,si,True,10.0,1e-08,256,0.743
36109,4,7,0.308,si,1694029251.6145873,si,True,10.0,1e-08,256,0.716
36110,4,8,0.269,si,1694029251.6145873,si,True,10.0,1e-08,256,0.727
36111,4,9,0.258,si,1694029251.6145873,si,True,10.0,1e-08,256,0.711
36112,4,10,0.283,si,1694029251.6145873,si,True,10.0,1e-08,256,0.706
36113,5,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.617
36114,5,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.686
36115,5,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.686
36116,5,3,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.662
36117,5,4,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.669
36118,5,5,0.847,si,1694029251.6145873,si,True,10.0,1e-08,256,0.841
36119,5,6,0.652,si,1694029251.6145873,si,True,10.0,1e-08,256,0.757
36120,5,7,0.38,si,1694029251.6145873,si,True,10.0,1e-08,256,0.714
36121,5,8,0.356,si,1694029251.6145873,si,True,10.0,1e-08,256,0.74
36122,5,9,0.327,si,1694029251.6145873,si,True,10.0,1e-08,256,0.738
36123,5,10,0.335,si,1694029251.6145873,si,True,10.0,1e-08,256,0.727
36124,6,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.593
36125,6,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.617
36126,6,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.583
36127,6,3,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.564
36128,6,4,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.577
36129,6,5,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.57
36130,6,6,0.74,si,1694029251.6145873,si,True,10.0,1e-08,256,0.727
36131,6,7,0.47,si,1694029251.6145873,si,True,10.0,1e-08,256,0.682
36132,6,8,0.425,si,1694029251.6145873,si,True,10.0,1e-08,256,0.655
36133,6,9,0.316,si,1694029251.6145873,si,True,10.0,1e-08,256,0.654
36134,6,10,0.345,si,1694029251.6145873,si,True,10.0,1e-08,256,0.637
36135,7,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.549
36136,7,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.566
36137,7,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.558
36138,7,3,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.554
36139,7,4,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.564
36140,7,5,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.562
36141,7,6,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.564
36142,7,7,0.714,si,1694029251.6145873,si,True,10.0,1e-08,256,0.699
36143,7,8,0.256,si,1694029251.6145873,si,True,10.0,1e-08,256,0.64
36144,7,9,0.282,si,1694029251.6145873,si,True,10.0,1e-08,256,0.611
36145,7,10,0.262,si,1694029251.6145873,si,True,10.0,1e-08,256,0.614
36146,8,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.696
36147,8,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.728
36148,8,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.73
36149,8,3,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.724
36150,8,4,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.731
36151,8,5,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.718
36152,8,6,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.709
36153,8,7,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.724
36154,8,8,0.865,si,1694029251.6145873,si,True,10.0,1e-08,256,0.856
36155,8,9,0.602,si,1694029251.6145873,si,True,10.0,1e-08,256,0.774
36156,8,10,0.543,si,1694029251.6145873,si,True,10.0,1e-08,256,0.765
36157,9,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.604
36158,9,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.61
36159,9,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.656
36160,9,3,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.634
36161,9,4,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.642
36162,9,5,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.677
36163,9,6,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.698
36164,9,7,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.699
36165,9,8,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.681
36166,9,9,0.813,si,1694029251.6145873,si,True,10.0,1e-08,256,0.808
36167,9,10,0.624,si,1694029251.6145873,si,True,10.0,1e-08,256,0.764
36168,10,0,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.521
36169,10,1,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.561
36170,10,2,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.572
36171,10,3,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.586
36172,10,4,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.574
36173,10,5,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.571
36174,10,6,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.59
36175,10,7,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.601
36176,10,8,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.59
36177,10,9,0.1,si,1694029251.6145873,si,True,10.0,1e-08,256,0.624
36178,10,10,0.772,si,1694029251.6145873,si,True,10.0,1e-08,256,0.764
36179,0,0,0.833,si,1694030974.2988129,si,True,10.0,1e-08,128,0.8315
36180,0,1,0.7206,si,1694030974.2988129,si,True,10.0,1e-08,128,0.7457
36181,0,2,0.569,si,1694030974.2988129,si,True,10.0,1e-08,128,0.6484
36182,0,3,0.4621,si,1694030974.2988129,si,True,10.0,1e-08,128,0.5908
36183,0,4,0.4631,si,1694030974.2988129,si,True,10.0,1e-08,128,0.6013
36184,0,5,0.3933,si,1694030974.2988129,si,True,10.0,1e-08,128,0.5775
36185,0,6,0.4321,si,1694030974.2988129,si,True,10.0,1e-08,128,0.5777
36186,0,7,0.3852,si,1694030974.2988129,si,True,10.0,1e-08,128,0.5598
36187,0,8,0.4264,si,1694030974.2988129,si,True,10.0,1e-08,128,0.5606
36188,0,9,0.3753,si,1694030974.2988129,si,True,10.0,1e-08,128,0.5613
36189,0,10,0.3785,si,1694030974.2988129,si,True,10.0,1e-08,128,0.5443
36190,1,0,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.629
36191,1,1,0.85,si,1694030974.2988129,si,True,10.0,1e-08,128,0.834
36192,1,2,0.681,si,1694030974.2988129,si,True,10.0,1e-08,128,0.737
36193,1,3,0.547,si,1694030974.2988129,si,True,10.0,1e-08,128,0.677
36194,1,4,0.516,si,1694030974.2988129,si,True,10.0,1e-08,128,0.686
36195,1,5,0.577,si,1694030974.2988129,si,True,10.0,1e-08,128,0.717
36196,1,6,0.569,si,1694030974.2988129,si,True,10.0,1e-08,128,0.715
36197,1,7,0.479,si,1694030974.2988129,si,True,10.0,1e-08,128,0.68
36198,1,8,0.493,si,1694030974.2988129,si,True,10.0,1e-08,128,0.694
36199,1,9,0.472,si,1694030974.2988129,si,True,10.0,1e-08,128,0.695
36200,1,10,0.482,si,1694030974.2988129,si,True,10.0,1e-08,128,0.694
36201,2,0,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.53
36202,2,1,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.567
36203,2,2,0.738,si,1694030974.2988129,si,True,10.0,1e-08,128,0.735
36204,2,3,0.552,si,1694030974.2988129,si,True,10.0,1e-08,128,0.641
36205,2,4,0.51,si,1694030974.2988129,si,True,10.0,1e-08,128,0.627
36206,2,5,0.462,si,1694030974.2988129,si,True,10.0,1e-08,128,0.592
36207,2,6,0.458,si,1694030974.2988129,si,True,10.0,1e-08,128,0.575
36208,2,7,0.424,si,1694030974.2988129,si,True,10.0,1e-08,128,0.586
36209,2,8,0.44,si,1694030974.2988129,si,True,10.0,1e-08,128,0.575
36210,2,9,0.365,si,1694030974.2988129,si,True,10.0,1e-08,128,0.585
36211,2,10,0.377,si,1694030974.2988129,si,True,10.0,1e-08,128,0.56
36212,3,0,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.483
36213,3,1,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.53
36214,3,2,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.53
36215,3,3,0.792,si,1694030974.2988129,si,True,10.0,1e-08,128,0.785
36216,3,4,0.637,si,1694030974.2988129,si,True,10.0,1e-08,128,0.695
36217,3,5,0.487,si,1694030974.2988129,si,True,10.0,1e-08,128,0.613
36218,3,6,0.448,si,1694030974.2988129,si,True,10.0,1e-08,128,0.595
36219,3,7,0.445,si,1694030974.2988129,si,True,10.0,1e-08,128,0.589
36220,3,8,0.441,si,1694030974.2988129,si,True,10.0,1e-08,128,0.617
36221,3,9,0.36,si,1694030974.2988129,si,True,10.0,1e-08,128,0.544
36222,3,10,0.366,si,1694030974.2988129,si,True,10.0,1e-08,128,0.574
36223,4,0,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.581
36224,4,1,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.639
36225,4,2,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.606
36226,4,3,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.656
36227,4,4,0.833,si,1694030974.2988129,si,True,10.0,1e-08,128,0.826
36228,4,5,0.658,si,1694030974.2988129,si,True,10.0,1e-08,128,0.739
36229,4,6,0.576,si,1694030974.2988129,si,True,10.0,1e-08,128,0.686
36230,4,7,0.502,si,1694030974.2988129,si,True,10.0,1e-08,128,0.682
36231,4,8,0.549,si,1694030974.2988129,si,True,10.0,1e-08,128,0.681
36232,4,9,0.433,si,1694030974.2988129,si,True,10.0,1e-08,128,0.64
36233,4,10,0.476,si,1694030974.2988129,si,True,10.0,1e-08,128,0.652
36234,5,0,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.548
36235,5,1,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.65
36236,5,2,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.626
36237,5,3,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.599
36238,5,4,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.615
36239,5,5,0.827,si,1694030974.2988129,si,True,10.0,1e-08,128,0.819
36240,5,6,0.614,si,1694030974.2988129,si,True,10.0,1e-08,128,0.703
36241,5,7,0.528,si,1694030974.2988129,si,True,10.0,1e-08,128,0.665
36242,5,8,0.583,si,1694030974.2988129,si,True,10.0,1e-08,128,0.697
36243,5,9,0.427,si,1694030974.2988129,si,True,10.0,1e-08,128,0.704
36244,5,10,0.445,si,1694030974.2988129,si,True,10.0,1e-08,128,0.676
36245,6,0,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.529
36246,6,1,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.588
36247,6,2,0.1,si,1694030974.2988129,si,True,10.0,1e-08,128,0.548
