index,task,phase,cl_result,run,tstamp,algorithm,manager,ewc_lambda,dense_size,ridge_result
2228,4,6,0.771,ewc,1693547350.673146,ewc,True,100000.0,512,0.772
2229,4,7,0.778,ewc,1693547350.673146,ewc,True,100000.0,512,0.766
2230,4,8,0.773,ewc,1693547350.673146,ewc,True,100000.0,512,0.771
2231,4,9,0.775,ewc,1693547350.673146,ewc,True,100000.0,512,0.761
2232,4,10,0.768,ewc,1693547350.673146,ewc,True,100000.0,512,0.774
2233,5,0,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.665
2234,5,1,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.698
2235,5,2,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.723
2236,5,3,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.722
2237,5,4,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.723
2238,5,5,0.761,ewc,1693547350.673146,ewc,True,100000.0,512,0.75
2239,5,6,0.751,ewc,1693547350.673146,ewc,True,100000.0,512,0.742
2240,5,7,0.748,ewc,1693547350.673146,ewc,True,100000.0,512,0.754
2241,5,8,0.75,ewc,1693547350.673146,ewc,True,100000.0,512,0.738
2242,5,9,0.744,ewc,1693547350.673146,ewc,True,100000.0,512,0.753
2243,5,10,0.742,ewc,1693547350.673146,ewc,True,100000.0,512,0.736
2244,6,0,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.673
2245,6,1,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.72
2246,6,2,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.746
2247,6,3,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.739
2248,6,4,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.746
2249,6,5,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.739
2250,6,6,0.771,ewc,1693547350.673146,ewc,True,100000.0,512,0.764
2251,6,7,0.775,ewc,1693547350.673146,ewc,True,100000.0,512,0.75
2252,6,8,0.769,ewc,1693547350.673146,ewc,True,100000.0,512,0.758
2253,6,9,0.774,ewc,1693547350.673146,ewc,True,100000.0,512,0.764
2254,6,10,0.773,ewc,1693547350.673146,ewc,True,100000.0,512,0.751
2255,7,0,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.625
2256,7,1,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.658
2257,7,2,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.668
2258,7,3,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.669
2259,7,4,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.68
2260,7,5,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.68
2261,7,6,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.676
2262,7,7,0.716,ewc,1693547350.673146,ewc,True,100000.0,512,0.686
2263,7,8,0.709,ewc,1693547350.673146,ewc,True,100000.0,512,0.696
2264,7,9,0.703,ewc,1693547350.673146,ewc,True,100000.0,512,0.687
2265,7,10,0.701,ewc,1693547350.673146,ewc,True,100000.0,512,0.678
2266,8,0,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.67
2267,8,1,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.708
2268,8,2,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.742
2269,8,3,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.736
2270,8,4,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.751
2271,8,5,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.733
2272,8,6,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.743
2273,8,7,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.754
2274,8,8,0.776,ewc,1693547350.673146,ewc,True,100000.0,512,0.766
2275,8,9,0.78,ewc,1693547350.673146,ewc,True,100000.0,512,0.767
2276,8,10,0.773,ewc,1693547350.673146,ewc,True,100000.0,512,0.765
2277,9,0,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.66
2278,9,1,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.69
2279,9,2,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.729
2280,9,3,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.731
2281,9,4,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.739
2282,9,5,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.745
2283,9,6,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.738
2284,9,7,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.731
2285,9,8,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.733
2286,9,9,0.76,ewc,1693547350.673146,ewc,True,100000.0,512,0.742
2287,9,10,0.757,ewc,1693547350.673146,ewc,True,100000.0,512,0.748
2288,10,0,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.617
2289,10,1,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.65
2290,10,2,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.671
2291,10,3,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.671
2292,10,4,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.676
2293,10,5,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.684
2294,10,6,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.665
2295,10,7,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.679
2296,10,8,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.679
2297,10,9,0.1,ewc,1693547350.673146,ewc,True,100000.0,512,0.683
2298,10,10,0.713,ewc,1693547350.673146,ewc,True,100000.0,512,0.68
2299,0,0,0.8441,ewc,1693547500.2759192,ewc,True,100000.0,256,0.8404
2300,0,1,0.8162,ewc,1693547500.2759192,ewc,True,100000.0,256,0.836
2301,0,2,0.8086,ewc,1693547500.2759192,ewc,True,100000.0,256,0.8363
2302,0,3,0.8075,ewc,1693547500.2759192,ewc,True,100000.0,256,0.8359
2303,0,4,0.8115,ewc,1693547500.2759192,ewc,True,100000.0,256,0.8359
2304,0,5,0.8134,ewc,1693547500.2759192,ewc,True,100000.0,256,0.8354
2305,0,6,0.8108,ewc,1693547500.2759192,ewc,True,100000.0,256,0.8359
2306,0,7,0.8101,ewc,1693547500.2759192,ewc,True,100000.0,256,0.836
2307,0,8,0.8116,ewc,1693547500.2759192,ewc,True,100000.0,256,0.836
2308,0,9,0.8118,ewc,1693547500.2759192,ewc,True,100000.0,256,0.836
2309,0,10,0.814,ewc,1693547500.2759192,ewc,True,100000.0,256,0.838
2310,1,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.678
2311,1,1,0.801,ewc,1693547500.2759192,ewc,True,100000.0,256,0.805
2312,1,2,0.779,ewc,1693547500.2759192,ewc,True,100000.0,256,0.799
2313,1,3,0.785,ewc,1693547500.2759192,ewc,True,100000.0,256,0.801
2314,1,4,0.784,ewc,1693547500.2759192,ewc,True,100000.0,256,0.805
2315,1,5,0.782,ewc,1693547500.2759192,ewc,True,100000.0,256,0.798
2316,1,6,0.786,ewc,1693547500.2759192,ewc,True,100000.0,256,0.804
2317,1,7,0.786,ewc,1693547500.2759192,ewc,True,100000.0,256,0.801
2318,1,8,0.776,ewc,1693547500.2759192,ewc,True,100000.0,256,0.801
2319,1,9,0.772,ewc,1693547500.2759192,ewc,True,100000.0,256,0.794
2320,1,10,0.772,ewc,1693547500.2759192,ewc,True,100000.0,256,0.797
2321,2,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.559
2322,2,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.604
2323,2,2,0.664,ewc,1693547500.2759192,ewc,True,100000.0,256,0.659
2324,2,3,0.666,ewc,1693547500.2759192,ewc,True,100000.0,256,0.665
2325,2,4,0.659,ewc,1693547500.2759192,ewc,True,100000.0,256,0.654
2326,2,5,0.66,ewc,1693547500.2759192,ewc,True,100000.0,256,0.663
2327,2,6,0.654,ewc,1693547500.2759192,ewc,True,100000.0,256,0.654
2328,2,7,0.652,ewc,1693547500.2759192,ewc,True,100000.0,256,0.656
2329,2,8,0.655,ewc,1693547500.2759192,ewc,True,100000.0,256,0.646
2330,2,9,0.652,ewc,1693547500.2759192,ewc,True,100000.0,256,0.652
2331,2,10,0.654,ewc,1693547500.2759192,ewc,True,100000.0,256,0.658
2332,3,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.664
2333,3,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.715
2334,3,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.711
2335,3,3,0.745,ewc,1693547500.2759192,ewc,True,100000.0,256,0.746
2336,3,4,0.738,ewc,1693547500.2759192,ewc,True,100000.0,256,0.745
2337,3,5,0.735,ewc,1693547500.2759192,ewc,True,100000.0,256,0.751
2338,3,6,0.735,ewc,1693547500.2759192,ewc,True,100000.0,256,0.757
2339,3,7,0.73,ewc,1693547500.2759192,ewc,True,100000.0,256,0.751
2340,3,8,0.728,ewc,1693547500.2759192,ewc,True,100000.0,256,0.75
2341,3,9,0.729,ewc,1693547500.2759192,ewc,True,100000.0,256,0.759
2342,3,10,0.733,ewc,1693547500.2759192,ewc,True,100000.0,256,0.754
2343,4,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.669
2344,4,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.702
2345,4,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.709
2346,4,3,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.718
2347,4,4,0.773,ewc,1693547500.2759192,ewc,True,100000.0,256,0.771
2348,4,5,0.764,ewc,1693547500.2759192,ewc,True,100000.0,256,0.763
2349,4,6,0.772,ewc,1693547500.2759192,ewc,True,100000.0,256,0.775
2350,4,7,0.754,ewc,1693547500.2759192,ewc,True,100000.0,256,0.77
2351,4,8,0.744,ewc,1693547500.2759192,ewc,True,100000.0,256,0.764
2352,4,9,0.748,ewc,1693547500.2759192,ewc,True,100000.0,256,0.771
2353,4,10,0.745,ewc,1693547500.2759192,ewc,True,100000.0,256,0.775
2354,5,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.647
2355,5,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.689
2356,5,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.696
2357,5,3,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.709
2358,5,4,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.705
2359,5,5,0.741,ewc,1693547500.2759192,ewc,True,100000.0,256,0.723
2360,5,6,0.736,ewc,1693547500.2759192,ewc,True,100000.0,256,0.717
2361,5,7,0.717,ewc,1693547500.2759192,ewc,True,100000.0,256,0.726
2362,5,8,0.718,ewc,1693547500.2759192,ewc,True,100000.0,256,0.733
2363,5,9,0.711,ewc,1693547500.2759192,ewc,True,100000.0,256,0.728
2364,5,10,0.713,ewc,1693547500.2759192,ewc,True,100000.0,256,0.73
2365,6,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.652
2366,6,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.706
2367,6,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.705
2368,6,3,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.717
2369,6,4,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.73
2370,6,5,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.73
2371,6,6,0.752,ewc,1693547500.2759192,ewc,True,100000.0,256,0.752
2372,6,7,0.744,ewc,1693547500.2759192,ewc,True,100000.0,256,0.755
2373,6,8,0.741,ewc,1693547500.2759192,ewc,True,100000.0,256,0.753
2374,6,9,0.741,ewc,1693547500.2759192,ewc,True,100000.0,256,0.748
2375,6,10,0.736,ewc,1693547500.2759192,ewc,True,100000.0,256,0.757
2376,7,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.59
2377,7,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.646
2378,7,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.648
2379,7,3,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.652
2380,7,4,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.658
2381,7,5,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.665
2382,7,6,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.67
2383,7,7,0.706,ewc,1693547500.2759192,ewc,True,100000.0,256,0.694
2384,7,8,0.705,ewc,1693547500.2759192,ewc,True,100000.0,256,0.704
2385,7,9,0.703,ewc,1693547500.2759192,ewc,True,100000.0,256,0.698
2386,7,10,0.697,ewc,1693547500.2759192,ewc,True,100000.0,256,0.7
2387,8,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.672
2388,8,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.691
2389,8,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.702
2390,8,3,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.722
2391,8,4,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.711
2392,8,5,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.733
2393,8,6,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.72
2394,8,7,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.738
2395,8,8,0.764,ewc,1693547500.2759192,ewc,True,100000.0,256,0.74
2396,8,9,0.759,ewc,1693547500.2759192,ewc,True,100000.0,256,0.735
2397,8,10,0.759,ewc,1693547500.2759192,ewc,True,100000.0,256,0.737
2398,9,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.633
2399,9,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.671
2400,9,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.691
2401,9,3,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.688
2402,9,4,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.688
2403,9,5,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.689
2404,9,6,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.682
2405,9,7,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.705
2406,9,8,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.702
2407,9,9,0.712,ewc,1693547500.2759192,ewc,True,100000.0,256,0.71
2408,9,10,0.713,ewc,1693547500.2759192,ewc,True,100000.0,256,0.71
2409,10,0,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.615
2410,10,1,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.649
2411,10,2,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.671
2412,10,3,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.67
2413,10,4,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.67
2414,10,5,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.675
2415,10,6,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.684
2416,10,7,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.685
2417,10,8,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.677
2418,10,9,0.1,ewc,1693547500.2759192,ewc,True,100000.0,256,0.681
2419,10,10,0.695,ewc,1693547500.2759192,ewc,True,100000.0,256,0.688
2420,0,0,0.8308,ewc,1693548761.8548386,ewc,True,0.1,512,0.8305
2421,0,1,0.7436,ewc,1693548761.8548386,ewc,True,0.1,512,0.7914
2422,0,2,0.6947,ewc,1693548761.8548386,ewc,True,0.1,512,0.7632
2423,0,3,0.6743,ewc,1693548761.8548386,ewc,True,0.1,512,0.7615
2424,0,4,0.6142,ewc,1693548761.8548386,ewc,True,0.1,512,0.7342
2425,0,5,0.5494,ewc,1693548761.8548386,ewc,True,0.1,512,0.721
2426,0,6,0.53,ewc,1693548761.8548386,ewc,True,0.1,512,0.7147
2427,0,7,0.4741,ewc,1693548761.8548386,ewc,True,0.1,512,0.7146
2428,0,8,0.4937,ewc,1693548761.8548386,ewc,True,0.1,512,0.7107
2429,0,9,0.4805,ewc,1693548761.8548386,ewc,True,0.1,512,0.7062
2430,0,10,0.4516,ewc,1693548761.8548386,ewc,True,0.1,512,0.7003
2431,1,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.683
2432,1,1,0.845,ewc,1693548761.8548386,ewc,True,0.1,512,0.831
2433,1,2,0.799,ewc,1693548761.8548386,ewc,True,0.1,512,0.812
2434,1,3,0.742,ewc,1693548761.8548386,ewc,True,0.1,512,0.807
2435,1,4,0.706,ewc,1693548761.8548386,ewc,True,0.1,512,0.779
2436,1,5,0.649,ewc,1693548761.8548386,ewc,True,0.1,512,0.772
2437,1,6,0.631,ewc,1693548761.8548386,ewc,True,0.1,512,0.789
2438,1,7,0.606,ewc,1693548761.8548386,ewc,True,0.1,512,0.771
2439,1,8,0.613,ewc,1693548761.8548386,ewc,True,0.1,512,0.774
2440,1,9,0.552,ewc,1693548761.8548386,ewc,True,0.1,512,0.758
2441,1,10,0.589,ewc,1693548761.8548386,ewc,True,0.1,512,0.757
2442,2,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.625
2443,2,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.661
2444,2,2,0.819,ewc,1693548761.8548386,ewc,True,0.1,512,0.806
2445,2,3,0.723,ewc,1693548761.8548386,ewc,True,0.1,512,0.776
2446,2,4,0.673,ewc,1693548761.8548386,ewc,True,0.1,512,0.738
2447,2,5,0.622,ewc,1693548761.8548386,ewc,True,0.1,512,0.724
2448,2,6,0.627,ewc,1693548761.8548386,ewc,True,0.1,512,0.742
2449,2,7,0.615,ewc,1693548761.8548386,ewc,True,0.1,512,0.749
2450,2,8,0.595,ewc,1693548761.8548386,ewc,True,0.1,512,0.717
2451,2,9,0.574,ewc,1693548761.8548386,ewc,True,0.1,512,0.726
2452,2,10,0.573,ewc,1693548761.8548386,ewc,True,0.1,512,0.735
2453,3,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.655
2454,3,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.679
2455,3,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.704
2456,3,3,0.838,ewc,1693548761.8548386,ewc,True,0.1,512,0.83
2457,3,4,0.779,ewc,1693548761.8548386,ewc,True,0.1,512,0.791
2458,3,5,0.726,ewc,1693548761.8548386,ewc,True,0.1,512,0.764
2459,3,6,0.683,ewc,1693548761.8548386,ewc,True,0.1,512,0.76
2460,3,7,0.689,ewc,1693548761.8548386,ewc,True,0.1,512,0.768
2461,3,8,0.673,ewc,1693548761.8548386,ewc,True,0.1,512,0.758
2462,3,9,0.63,ewc,1693548761.8548386,ewc,True,0.1,512,0.772
2463,3,10,0.629,ewc,1693548761.8548386,ewc,True,0.1,512,0.743
2464,4,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.576
2465,4,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.626
2466,4,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.664
2467,4,3,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.686
2468,4,4,0.824,ewc,1693548761.8548386,ewc,True,0.1,512,0.804
2469,4,5,0.745,ewc,1693548761.8548386,ewc,True,0.1,512,0.775
2470,4,6,0.715,ewc,1693548761.8548386,ewc,True,0.1,512,0.763
2471,4,7,0.682,ewc,1693548761.8548386,ewc,True,0.1,512,0.756
2472,4,8,0.639,ewc,1693548761.8548386,ewc,True,0.1,512,0.748
2473,4,9,0.607,ewc,1693548761.8548386,ewc,True,0.1,512,0.742
2474,4,10,0.588,ewc,1693548761.8548386,ewc,True,0.1,512,0.736
2475,5,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.675
2476,5,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.729
2477,5,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.726
2478,5,3,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.759
2479,5,4,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.745
2480,5,5,0.84,ewc,1693548761.8548386,ewc,True,0.1,512,0.843
2481,5,6,0.776,ewc,1693548761.8548386,ewc,True,0.1,512,0.825
2482,5,7,0.704,ewc,1693548761.8548386,ewc,True,0.1,512,0.817
2483,5,8,0.68,ewc,1693548761.8548386,ewc,True,0.1,512,0.821
2484,5,9,0.624,ewc,1693548761.8548386,ewc,True,0.1,512,0.795
2485,5,10,0.616,ewc,1693548761.8548386,ewc,True,0.1,512,0.801
2486,6,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.616
2487,6,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.683
2488,6,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.726
2489,6,3,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.726
2490,6,4,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.724
2491,6,5,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.76
2492,6,6,0.858,ewc,1693548761.8548386,ewc,True,0.1,512,0.857
2493,6,7,0.765,ewc,1693548761.8548386,ewc,True,0.1,512,0.822
2494,6,8,0.723,ewc,1693548761.8548386,ewc,True,0.1,512,0.8
2495,6,9,0.723,ewc,1693548761.8548386,ewc,True,0.1,512,0.799
2496,6,10,0.713,ewc,1693548761.8548386,ewc,True,0.1,512,0.796
2497,7,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.584
2498,7,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.643
2499,7,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.653
2500,7,3,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.704
2501,7,4,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.693
2502,7,5,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.696
2503,7,6,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.706
2504,7,7,0.782,ewc,1693548761.8548386,ewc,True,0.1,512,0.803
2505,7,8,0.728,ewc,1693548761.8548386,ewc,True,0.1,512,0.766
2506,7,9,0.696,ewc,1693548761.8548386,ewc,True,0.1,512,0.776
2507,7,10,0.687,ewc,1693548761.8548386,ewc,True,0.1,512,0.763
2508,8,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.712
2509,8,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.786
2510,8,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.774
2511,8,3,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.794
2512,8,4,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.782
2513,8,5,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.794
2514,8,6,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.819
2515,8,7,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.809
2516,8,8,0.874,ewc,1693548761.8548386,ewc,True,0.1,512,0.876
2517,8,9,0.841,ewc,1693548761.8548386,ewc,True,0.1,512,0.855
2518,8,10,0.829,ewc,1693548761.8548386,ewc,True,0.1,512,0.837
2519,9,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.581
2520,9,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.6
2521,9,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.646
2522,9,3,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.656
2523,9,4,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.669
2524,9,5,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.66
2525,9,6,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.673
2526,9,7,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.691
2527,9,8,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.715
2528,9,9,0.801,ewc,1693548761.8548386,ewc,True,0.1,512,0.81
2529,9,10,0.729,ewc,1693548761.8548386,ewc,True,0.1,512,0.763
2530,10,0,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.683
2531,10,1,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.706
2532,10,2,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.741
2533,10,3,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.732
2534,10,4,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.743
2535,10,5,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.746
2536,10,6,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.747
2537,10,7,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.759
2538,10,8,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.756
2539,10,9,0.1,ewc,1693548761.8548386,ewc,True,0.1,512,0.757
2540,10,10,0.842,ewc,1693548761.8548386,ewc,True,0.1,512,0.84
2541,0,0,0.8281,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8205
2542,0,1,0.6998,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8176
2543,0,2,0.7121,ewc,1693548761.8519046,ewc,True,100000.0,128,0.818
2544,0,3,0.7123,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8187
2545,0,4,0.7137,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8173
2546,0,5,0.7131,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8195
2547,0,6,0.7098,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8183
2548,0,7,0.7137,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8182
2549,0,8,0.708,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8196
2550,0,9,0.7184,ewc,1693548761.8519046,ewc,True,100000.0,128,0.818
2551,0,10,0.7223,ewc,1693548761.8519046,ewc,True,100000.0,128,0.8197
2552,1,0,0.1,ewc,1693548761.8519046,ewc,True,100000.0,128,0.638
2553,1,1,0.811,ewc,1693548761.8519046,ewc,True,100000.0,128,0.811
2554,1,2,0.788,ewc,1693548761.8519046,ewc,True,100000.0,128,0.807
2555,1,3,0.782,ewc,1693548761.8519046,ewc,True,100000.0,128,0.81
2556,1,4,0.78,ewc,1693548761.8519046,ewc,True,100000.0,128,0.808
2557,1,5,0.783,ewc,1693548761.8519046,ewc,True,100000.0,128,0.815
2558,1,6,0.778,ewc,1693548761.8519046,ewc,True,100000.0,128,0.815
2559,1,7,0.78,ewc,1693548761.8519046,ewc,True,100000.0,128,0.812
2560,1,8,0.778,ewc,1693548761.8519046,ewc,True,100000.0,128,0.813
2561,1,9,0.771,ewc,1693548761.8519046,ewc,True,100000.0,128,0.809
2562,1,10,0.78,ewc,1693548761.8519046,ewc,True,100000.0,128,0.814
2563,2,0,0.1,ewc,1693548761.8519046,ewc,True,100000.0,128,0.454
2564,2,1,0.1,ewc,1693548761.8519046,ewc,True,100000.0,128,0.53
2565,2,2,0.656,ewc,1693548761.8519046,ewc,True,100000.0,128,0.645
2566,2,3,0.652,ewc,1693548761.8519046,ewc,True,100000.0,128,0.641
2567,2,4,0.645,ewc,1693548761.8519046,ewc,True,100000.0,128,0.646
2568,2,5,0.645,ewc,1693548761.8519046,ewc,True,100000.0,128,0.642
2569,2,6,0.647,ewc,1693548761.8519046,ewc,True,100000.0,128,0.643
2570,2,7,0.643,ewc,1693548761.8519046,ewc,True,100000.0,128,0.647
