index,task,phase,cl_result,run,tstamp,algorithm,manager,replay_mem_size,dense_size,ridge_result
387,2,2,0.799,replay,1695845549.3869524,replay,True,20000,128,0.791
388,2,3,0.776,replay,1695845549.3869524,replay,True,20000,128,0.771
389,2,4,0.778,replay,1695845549.3869524,replay,True,20000,128,0.773
390,2,5,0.768,replay,1695845549.3869524,replay,True,20000,128,0.765
391,2,6,0.776,replay,1695845549.3869524,replay,True,20000,128,0.764
392,2,7,0.758,replay,1695845549.3869524,replay,True,20000,128,0.78
393,2,8,0.79,replay,1695845549.3869524,replay,True,20000,128,0.777
394,2,9,0.753,replay,1695845549.3869524,replay,True,20000,128,0.768
395,2,10,0.751,replay,1695845549.3869524,replay,True,20000,128,0.775
396,3,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.551
397,3,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.604
398,3,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.632
399,3,3,0.811,replay,1695845549.3869524,replay,True,20000,128,0.809
400,3,4,0.796,replay,1695845549.3869524,replay,True,20000,128,0.793
401,3,5,0.788,replay,1695845549.3869524,replay,True,20000,128,0.791
402,3,6,0.793,replay,1695845549.3869524,replay,True,20000,128,0.794
403,3,7,0.785,replay,1695845549.3869524,replay,True,20000,128,0.803
404,3,8,0.79,replay,1695845549.3869524,replay,True,20000,128,0.802
405,3,9,0.788,replay,1695845549.3869524,replay,True,20000,128,0.801
406,3,10,0.796,replay,1695845549.3869524,replay,True,20000,128,0.811
407,4,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.505
408,4,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.54
409,4,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.613
410,4,3,0.1,replay,1695845549.3869524,replay,True,20000,128,0.649
411,4,4,0.796,replay,1695845549.3869524,replay,True,20000,128,0.794
412,4,5,0.775,replay,1695845549.3869524,replay,True,20000,128,0.765
413,4,6,0.766,replay,1695845549.3869524,replay,True,20000,128,0.763
414,4,7,0.751,replay,1695845549.3869524,replay,True,20000,128,0.763
415,4,8,0.772,replay,1695845549.3869524,replay,True,20000,128,0.766
416,4,9,0.781,replay,1695845549.3869524,replay,True,20000,128,0.766
417,4,10,0.777,replay,1695845549.3869524,replay,True,20000,128,0.773
418,5,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.512
419,5,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.634
420,5,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.652
421,5,3,0.1,replay,1695845549.3869524,replay,True,20000,128,0.681
422,5,4,0.1,replay,1695845549.3869524,replay,True,20000,128,0.711
423,5,5,0.808,replay,1695845549.3869524,replay,True,20000,128,0.811
424,5,6,0.81,replay,1695845549.3869524,replay,True,20000,128,0.792
425,5,7,0.822,replay,1695845549.3869524,replay,True,20000,128,0.802
426,5,8,0.812,replay,1695845549.3869524,replay,True,20000,128,0.796
427,5,9,0.807,replay,1695845549.3869524,replay,True,20000,128,0.807
428,5,10,0.809,replay,1695845549.3869524,replay,True,20000,128,0.806
429,6,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.457
430,6,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.592
431,6,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.643
432,6,3,0.1,replay,1695845549.3869524,replay,True,20000,128,0.673
433,6,4,0.1,replay,1695845549.3869524,replay,True,20000,128,0.69
434,6,5,0.1,replay,1695845549.3869524,replay,True,20000,128,0.698
435,6,6,0.85,replay,1695845549.3869524,replay,True,20000,128,0.84
436,6,7,0.823,replay,1695845549.3869524,replay,True,20000,128,0.814
437,6,8,0.835,replay,1695845549.3869524,replay,True,20000,128,0.834
438,6,9,0.815,replay,1695845549.3869524,replay,True,20000,128,0.826
439,6,10,0.823,replay,1695845549.3869524,replay,True,20000,128,0.821
440,7,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.437
441,7,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.515
442,7,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.574
443,7,3,0.1,replay,1695845549.3869524,replay,True,20000,128,0.639
444,7,4,0.1,replay,1695845549.3869524,replay,True,20000,128,0.659
445,7,5,0.1,replay,1695845549.3869524,replay,True,20000,128,0.654
446,7,6,0.1,replay,1695845549.3869524,replay,True,20000,128,0.667
447,7,7,0.803,replay,1695845549.3869524,replay,True,20000,128,0.796
448,7,8,0.767,replay,1695845549.3869524,replay,True,20000,128,0.77
449,7,9,0.756,replay,1695845549.3869524,replay,True,20000,128,0.762
450,7,10,0.763,replay,1695845549.3869524,replay,True,20000,128,0.756
451,8,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.58
452,8,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.682
453,8,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.727
454,8,3,0.1,replay,1695845549.3869524,replay,True,20000,128,0.768
455,8,4,0.1,replay,1695845549.3869524,replay,True,20000,128,0.773
456,8,5,0.1,replay,1695845549.3869524,replay,True,20000,128,0.794
457,8,6,0.1,replay,1695845549.3869524,replay,True,20000,128,0.81
458,8,7,0.1,replay,1695845549.3869524,replay,True,20000,128,0.811
459,8,8,0.887,replay,1695845549.3869524,replay,True,20000,128,0.89
460,8,9,0.88,replay,1695845549.3869524,replay,True,20000,128,0.873
461,8,10,0.879,replay,1695845549.3869524,replay,True,20000,128,0.872
462,9,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.448
463,9,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.507
464,9,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.569
465,9,3,0.1,replay,1695845549.3869524,replay,True,20000,128,0.608
466,9,4,0.1,replay,1695845549.3869524,replay,True,20000,128,0.605
467,9,5,0.1,replay,1695845549.3869524,replay,True,20000,128,0.621
468,9,6,0.1,replay,1695845549.3869524,replay,True,20000,128,0.637
469,9,7,0.1,replay,1695845549.3869524,replay,True,20000,128,0.656
470,9,8,0.1,replay,1695845549.3869524,replay,True,20000,128,0.662
471,9,9,0.807,replay,1695845549.3869524,replay,True,20000,128,0.806
472,9,10,0.759,replay,1695845549.3869524,replay,True,20000,128,0.757
473,10,0,0.1,replay,1695845549.3869524,replay,True,20000,128,0.544
474,10,1,0.1,replay,1695845549.3869524,replay,True,20000,128,0.609
475,10,2,0.1,replay,1695845549.3869524,replay,True,20000,128,0.683
476,10,3,0.1,replay,1695845549.3869524,replay,True,20000,128,0.69
477,10,4,0.1,replay,1695845549.3869524,replay,True,20000,128,0.68
478,10,5,0.1,replay,1695845549.3869524,replay,True,20000,128,0.71
479,10,6,0.1,replay,1695845549.3869524,replay,True,20000,128,0.715
480,10,7,0.1,replay,1695845549.3869524,replay,True,20000,128,0.733
481,10,8,0.1,replay,1695845549.3869524,replay,True,20000,128,0.736
482,10,9,0.1,replay,1695845549.3869524,replay,True,20000,128,0.728
483,10,10,0.835,replay,1695845549.3869524,replay,True,20000,128,0.833
484,0,0,0.8281,replay,1695845549.394422,replay,True,40000,128,0.8227
485,0,1,0.8257,replay,1695845549.394422,replay,True,40000,128,0.8141
486,0,2,0.8188,replay,1695845549.394422,replay,True,40000,128,0.8032
487,0,3,0.8069,replay,1695845549.394422,replay,True,40000,128,0.7962
488,0,4,0.8056,replay,1695845549.394422,replay,True,40000,128,0.7959
489,0,5,0.7938,replay,1695845549.394422,replay,True,40000,128,0.7811
490,0,6,0.7863,replay,1695845549.394422,replay,True,40000,128,0.7806
491,0,7,0.7885,replay,1695845549.394422,replay,True,40000,128,0.7754
492,0,8,0.7727,replay,1695845549.394422,replay,True,40000,128,0.7647
493,0,9,0.7666,replay,1695845549.394422,replay,True,40000,128,0.7586
494,0,10,0.7638,replay,1695845549.394422,replay,True,40000,128,0.7508
495,1,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.643
496,1,1,0.844,replay,1695845549.394422,replay,True,40000,128,0.842
497,1,2,0.816,replay,1695845549.394422,replay,True,40000,128,0.813
498,1,3,0.84,replay,1695845549.394422,replay,True,40000,128,0.828
499,1,4,0.834,replay,1695845549.394422,replay,True,40000,128,0.827
500,1,5,0.825,replay,1695845549.394422,replay,True,40000,128,0.829
501,1,6,0.832,replay,1695845549.394422,replay,True,40000,128,0.828
502,1,7,0.842,replay,1695845549.394422,replay,True,40000,128,0.842
503,1,8,0.823,replay,1695845549.394422,replay,True,40000,128,0.836
504,1,9,0.827,replay,1695845549.394422,replay,True,40000,128,0.834
505,1,10,0.839,replay,1695845549.394422,replay,True,40000,128,0.833
506,2,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.46
507,2,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.542
508,2,2,0.79,replay,1695845549.394422,replay,True,40000,128,0.788
509,2,3,0.763,replay,1695845549.394422,replay,True,40000,128,0.763
510,2,4,0.77,replay,1695845549.394422,replay,True,40000,128,0.762
511,2,5,0.773,replay,1695845549.394422,replay,True,40000,128,0.781
512,2,6,0.772,replay,1695845549.394422,replay,True,40000,128,0.769
513,2,7,0.772,replay,1695845549.394422,replay,True,40000,128,0.773
514,2,8,0.767,replay,1695845549.394422,replay,True,40000,128,0.778
515,2,9,0.767,replay,1695845549.394422,replay,True,40000,128,0.788
516,2,10,0.781,replay,1695845549.394422,replay,True,40000,128,0.796
517,3,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.551
518,3,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.597
519,3,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.605
520,3,3,0.805,replay,1695845549.394422,replay,True,40000,128,0.806
521,3,4,0.817,replay,1695845549.394422,replay,True,40000,128,0.8
522,3,5,0.805,replay,1695845549.394422,replay,True,40000,128,0.804
523,3,6,0.833,replay,1695845549.394422,replay,True,40000,128,0.83
524,3,7,0.811,replay,1695845549.394422,replay,True,40000,128,0.805
525,3,8,0.837,replay,1695845549.394422,replay,True,40000,128,0.817
526,3,9,0.821,replay,1695845549.394422,replay,True,40000,128,0.803
527,3,10,0.813,replay,1695845549.394422,replay,True,40000,128,0.82
528,4,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.578
529,4,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.663
530,4,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.655
531,4,3,0.1,replay,1695845549.394422,replay,True,40000,128,0.73
532,4,4,0.856,replay,1695845549.394422,replay,True,40000,128,0.846
533,4,5,0.837,replay,1695845549.394422,replay,True,40000,128,0.825
534,4,6,0.816,replay,1695845549.394422,replay,True,40000,128,0.82
535,4,7,0.826,replay,1695845549.394422,replay,True,40000,128,0.818
536,4,8,0.815,replay,1695845549.394422,replay,True,40000,128,0.82
537,4,9,0.823,replay,1695845549.394422,replay,True,40000,128,0.828
538,4,10,0.818,replay,1695845549.394422,replay,True,40000,128,0.823
539,5,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.563
540,5,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.624
541,5,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.647
542,5,3,0.1,replay,1695845549.394422,replay,True,40000,128,0.65
543,5,4,0.1,replay,1695845549.394422,replay,True,40000,128,0.69
544,5,5,0.823,replay,1695845549.394422,replay,True,40000,128,0.823
545,5,6,0.807,replay,1695845549.394422,replay,True,40000,128,0.808
546,5,7,0.804,replay,1695845549.394422,replay,True,40000,128,0.801
547,5,8,0.821,replay,1695845549.394422,replay,True,40000,128,0.804
548,5,9,0.805,replay,1695845549.394422,replay,True,40000,128,0.794
549,5,10,0.797,replay,1695845549.394422,replay,True,40000,128,0.799
550,6,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.562
551,6,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.638
552,6,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.686
553,6,3,0.1,replay,1695845549.394422,replay,True,40000,128,0.703
554,6,4,0.1,replay,1695845549.394422,replay,True,40000,128,0.702
555,6,5,0.1,replay,1695845549.394422,replay,True,40000,128,0.723
556,6,6,0.853,replay,1695845549.394422,replay,True,40000,128,0.854
557,6,7,0.843,replay,1695845549.394422,replay,True,40000,128,0.83
558,6,8,0.831,replay,1695845549.394422,replay,True,40000,128,0.831
559,6,9,0.839,replay,1695845549.394422,replay,True,40000,128,0.835
560,6,10,0.824,replay,1695845549.394422,replay,True,40000,128,0.828
561,7,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.535
562,7,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.591
563,7,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.631
564,7,3,0.1,replay,1695845549.394422,replay,True,40000,128,0.605
565,7,4,0.1,replay,1695845549.394422,replay,True,40000,128,0.652
566,7,5,0.1,replay,1695845549.394422,replay,True,40000,128,0.672
567,7,6,0.1,replay,1695845549.394422,replay,True,40000,128,0.689
568,7,7,0.78,replay,1695845549.394422,replay,True,40000,128,0.775
569,7,8,0.771,replay,1695845549.394422,replay,True,40000,128,0.767
570,7,9,0.772,replay,1695845549.394422,replay,True,40000,128,0.788
571,7,10,0.749,replay,1695845549.394422,replay,True,40000,128,0.758
572,8,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.552
573,8,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.61
574,8,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.628
575,8,3,0.1,replay,1695845549.394422,replay,True,40000,128,0.677
576,8,4,0.1,replay,1695845549.394422,replay,True,40000,128,0.691
577,8,5,0.1,replay,1695845549.394422,replay,True,40000,128,0.712
578,8,6,0.1,replay,1695845549.394422,replay,True,40000,128,0.724
579,8,7,0.1,replay,1695845549.394422,replay,True,40000,128,0.742
580,8,8,0.849,replay,1695845549.394422,replay,True,40000,128,0.844
581,8,9,0.809,replay,1695845549.394422,replay,True,40000,128,0.818
582,8,10,0.813,replay,1695845549.394422,replay,True,40000,128,0.812
583,9,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.559
584,9,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.636
585,9,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.679
586,9,3,0.1,replay,1695845549.394422,replay,True,40000,128,0.703
587,9,4,0.1,replay,1695845549.394422,replay,True,40000,128,0.714
588,9,5,0.1,replay,1695845549.394422,replay,True,40000,128,0.726
589,9,6,0.1,replay,1695845549.394422,replay,True,40000,128,0.723
590,9,7,0.1,replay,1695845549.394422,replay,True,40000,128,0.747
591,9,8,0.1,replay,1695845549.394422,replay,True,40000,128,0.755
592,9,9,0.804,replay,1695845549.394422,replay,True,40000,128,0.793
593,9,10,0.796,replay,1695845549.394422,replay,True,40000,128,0.799
594,10,0,0.1,replay,1695845549.394422,replay,True,40000,128,0.523
595,10,1,0.1,replay,1695845549.394422,replay,True,40000,128,0.586
596,10,2,0.1,replay,1695845549.394422,replay,True,40000,128,0.609
597,10,3,0.1,replay,1695845549.394422,replay,True,40000,128,0.642
598,10,4,0.1,replay,1695845549.394422,replay,True,40000,128,0.653
599,10,5,0.1,replay,1695845549.394422,replay,True,40000,128,0.655
600,10,6,0.1,replay,1695845549.394422,replay,True,40000,128,0.677
601,10,7,0.1,replay,1695845549.394422,replay,True,40000,128,0.68
602,10,8,0.1,replay,1695845549.394422,replay,True,40000,128,0.667
603,10,9,0.1,replay,1695845549.394422,replay,True,40000,128,0.683
604,10,10,0.799,replay,1695845549.394422,replay,True,40000,128,0.795
605,0,0,0.833,replay,1695845549.3944817,replay,True,20000,128,0.8317
606,0,1,0.8169,replay,1695845549.3944817,replay,True,20000,128,0.8163
607,0,2,0.8154,replay,1695845549.3944817,replay,True,20000,128,0.8062
608,0,3,0.8011,replay,1695845549.3944817,replay,True,20000,128,0.7951
609,0,4,0.7921,replay,1695845549.3944817,replay,True,20000,128,0.7856
610,0,5,0.7813,replay,1695845549.3944817,replay,True,20000,128,0.7818
611,0,6,0.7598,replay,1695845549.3944817,replay,True,20000,128,0.769
612,0,7,0.7627,replay,1695845549.3944817,replay,True,20000,128,0.7701
613,0,8,0.76,replay,1695845549.3944817,replay,True,20000,128,0.7667
614,0,9,0.7605,replay,1695845549.3944817,replay,True,20000,128,0.7615
615,0,10,0.7469,replay,1695845549.3944817,replay,True,20000,128,0.7564
616,1,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.624
617,1,1,0.866,replay,1695845549.3944817,replay,True,20000,128,0.869
618,1,2,0.87,replay,1695845549.3944817,replay,True,20000,128,0.861
619,1,3,0.868,replay,1695845549.3944817,replay,True,20000,128,0.858
620,1,4,0.869,replay,1695845549.3944817,replay,True,20000,128,0.866
621,1,5,0.859,replay,1695845549.3944817,replay,True,20000,128,0.863
622,1,6,0.861,replay,1695845549.3944817,replay,True,20000,128,0.865
623,1,7,0.857,replay,1695845549.3944817,replay,True,20000,128,0.854
624,1,8,0.866,replay,1695845549.3944817,replay,True,20000,128,0.855
625,1,9,0.866,replay,1695845549.3944817,replay,True,20000,128,0.85
626,1,10,0.837,replay,1695845549.3944817,replay,True,20000,128,0.853
627,2,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.557
628,2,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.625
629,2,2,0.79,replay,1695845549.3944817,replay,True,20000,128,0.788
630,2,3,0.754,replay,1695845549.3944817,replay,True,20000,128,0.769
631,2,4,0.777,replay,1695845549.3944817,replay,True,20000,128,0.776
632,2,5,0.773,replay,1695845549.3944817,replay,True,20000,128,0.774
633,2,6,0.776,replay,1695845549.3944817,replay,True,20000,128,0.773
634,2,7,0.768,replay,1695845549.3944817,replay,True,20000,128,0.772
635,2,8,0.787,replay,1695845549.3944817,replay,True,20000,128,0.803
636,2,9,0.774,replay,1695845549.3944817,replay,True,20000,128,0.786
637,2,10,0.764,replay,1695845549.3944817,replay,True,20000,128,0.764
638,3,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.498
639,3,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.568
640,3,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.637
641,3,3,0.842,replay,1695845549.3944817,replay,True,20000,128,0.83
642,3,4,0.84,replay,1695845549.3944817,replay,True,20000,128,0.825
643,3,5,0.806,replay,1695845549.3944817,replay,True,20000,128,0.806
644,3,6,0.828,replay,1695845549.3944817,replay,True,20000,128,0.822
645,3,7,0.823,replay,1695845549.3944817,replay,True,20000,128,0.808
646,3,8,0.821,replay,1695845549.3944817,replay,True,20000,128,0.821
647,3,9,0.818,replay,1695845549.3944817,replay,True,20000,128,0.815
648,3,10,0.804,replay,1695845549.3944817,replay,True,20000,128,0.81
649,4,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.61
650,4,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.712
651,4,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.727
652,4,3,0.1,replay,1695845549.3944817,replay,True,20000,128,0.745
653,4,4,0.879,replay,1695845549.3944817,replay,True,20000,128,0.873
654,4,5,0.849,replay,1695845549.3944817,replay,True,20000,128,0.851
655,4,6,0.853,replay,1695845549.3944817,replay,True,20000,128,0.856
656,4,7,0.857,replay,1695845549.3944817,replay,True,20000,128,0.865
657,4,8,0.853,replay,1695845549.3944817,replay,True,20000,128,0.859
658,4,9,0.858,replay,1695845549.3944817,replay,True,20000,128,0.865
659,4,10,0.865,replay,1695845549.3944817,replay,True,20000,128,0.864
660,5,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.575
661,5,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.669
662,5,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.719
663,5,3,0.1,replay,1695845549.3944817,replay,True,20000,128,0.727
664,5,4,0.1,replay,1695845549.3944817,replay,True,20000,128,0.751
665,5,5,0.867,replay,1695845549.3944817,replay,True,20000,128,0.861
666,5,6,0.852,replay,1695845549.3944817,replay,True,20000,128,0.853
667,5,7,0.854,replay,1695845549.3944817,replay,True,20000,128,0.856
668,5,8,0.851,replay,1695845549.3944817,replay,True,20000,128,0.85
669,5,9,0.854,replay,1695845549.3944817,replay,True,20000,128,0.848
670,5,10,0.849,replay,1695845549.3944817,replay,True,20000,128,0.846
671,6,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.548
672,6,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.622
673,6,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.632
674,6,3,0.1,replay,1695845549.3944817,replay,True,20000,128,0.661
675,6,4,0.1,replay,1695845549.3944817,replay,True,20000,128,0.659
676,6,5,0.1,replay,1695845549.3944817,replay,True,20000,128,0.683
677,6,6,0.815,replay,1695845549.3944817,replay,True,20000,128,0.799
678,6,7,0.79,replay,1695845549.3944817,replay,True,20000,128,0.787
679,6,8,0.79,replay,1695845549.3944817,replay,True,20000,128,0.789
680,6,9,0.791,replay,1695845549.3944817,replay,True,20000,128,0.777
681,6,10,0.796,replay,1695845549.3944817,replay,True,20000,128,0.781
682,7,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.533
683,7,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.578
684,7,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.617
685,7,3,0.1,replay,1695845549.3944817,replay,True,20000,128,0.642
686,7,4,0.1,replay,1695845549.3944817,replay,True,20000,128,0.664
687,7,5,0.1,replay,1695845549.3944817,replay,True,20000,128,0.677
688,7,6,0.1,replay,1695845549.3944817,replay,True,20000,128,0.664
689,7,7,0.783,replay,1695845549.3944817,replay,True,20000,128,0.781
690,7,8,0.763,replay,1695845549.3944817,replay,True,20000,128,0.766
691,7,9,0.771,replay,1695845549.3944817,replay,True,20000,128,0.761
692,7,10,0.765,replay,1695845549.3944817,replay,True,20000,128,0.772
693,8,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.597
694,8,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.705
695,8,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.754
696,8,3,0.1,replay,1695845549.3944817,replay,True,20000,128,0.782
697,8,4,0.1,replay,1695845549.3944817,replay,True,20000,128,0.783
698,8,5,0.1,replay,1695845549.3944817,replay,True,20000,128,0.801
699,8,6,0.1,replay,1695845549.3944817,replay,True,20000,128,0.822
700,8,7,0.1,replay,1695845549.3944817,replay,True,20000,128,0.835
701,8,8,0.897,replay,1695845549.3944817,replay,True,20000,128,0.892
702,8,9,0.874,replay,1695845549.3944817,replay,True,20000,128,0.876
703,8,10,0.853,replay,1695845549.3944817,replay,True,20000,128,0.869
704,9,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.546
705,9,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.635
706,9,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.671
707,9,3,0.1,replay,1695845549.3944817,replay,True,20000,128,0.703
708,9,4,0.1,replay,1695845549.3944817,replay,True,20000,128,0.729
709,9,5,0.1,replay,1695845549.3944817,replay,True,20000,128,0.715
710,9,6,0.1,replay,1695845549.3944817,replay,True,20000,128,0.752
711,9,7,0.1,replay,1695845549.3944817,replay,True,20000,128,0.758
712,9,8,0.1,replay,1695845549.3944817,replay,True,20000,128,0.762
713,9,9,0.838,replay,1695845549.3944817,replay,True,20000,128,0.832
714,9,10,0.807,replay,1695845549.3944817,replay,True,20000,128,0.812
715,10,0,0.1,replay,1695845549.3944817,replay,True,20000,128,0.475
716,10,1,0.1,replay,1695845549.3944817,replay,True,20000,128,0.538
717,10,2,0.1,replay,1695845549.3944817,replay,True,20000,128,0.599
718,10,3,0.1,replay,1695845549.3944817,replay,True,20000,128,0.626
719,10,4,0.1,replay,1695845549.3944817,replay,True,20000,128,0.653
720,10,5,0.1,replay,1695845549.3944817,replay,True,20000,128,0.618
721,10,6,0.1,replay,1695845549.3944817,replay,True,20000,128,0.65
722,10,7,0.1,replay,1695845549.3944817,replay,True,20000,128,0.668
723,10,8,0.1,replay,1695845549.3944817,replay,True,20000,128,0.675
724,10,9,0.1,replay,1695845549.3944817,replay,True,20000,128,0.675
725,10,10,0.798,replay,1695845549.3944817,replay,True,20000,128,0.791
726,0,0,0.8281,replay,1695889890.1976151,replay,True,50000,128,0.8215
727,0,1,0.8258,replay,1695889890.1976151,replay,True,50000,128,0.8166
728,0,2,0.82,replay,1695889890.1976151,replay,True,50000,128,0.8095
729,0,3,0.8141,replay,1695889890.1976151,replay,True,50000,128,0.7985
730,0,4,0.8132,replay,1695889890.1976151,replay,True,50000,128,0.7965
731,0,5,0.7928,replay,1695889890.1976151,replay,True,50000,128,0.7916
732,0,6,0.792,replay,1695889890.1976151,replay,True,50000,128,0.7808
733,0,7,0.7883,replay,1695889890.1976151,replay,True,50000,128,0.7695
734,0,8,0.7811,replay,1695889890.1976151,replay,True,50000,128,0.7686
735,0,9,0.7673,replay,1695889890.1976151,replay,True,50000,128,0.7658
736,0,10,0.7651,replay,1695889890.1976151,replay,True,50000,128,0.7613
737,1,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.633
738,1,1,0.831,replay,1695889890.1976151,replay,True,50000,128,0.825
739,1,2,0.826,replay,1695889890.1976151,replay,True,50000,128,0.815
740,1,3,0.827,replay,1695889890.1976151,replay,True,50000,128,0.824
741,1,4,0.838,replay,1695889890.1976151,replay,True,50000,128,0.824
742,1,5,0.828,replay,1695889890.1976151,replay,True,50000,128,0.836
743,1,6,0.838,replay,1695889890.1976151,replay,True,50000,128,0.836
744,1,7,0.838,replay,1695889890.1976151,replay,True,50000,128,0.828
745,1,8,0.845,replay,1695889890.1976151,replay,True,50000,128,0.836
746,1,9,0.822,replay,1695889890.1976151,replay,True,50000,128,0.82
747,1,10,0.839,replay,1695889890.1976151,replay,True,50000,128,0.824
748,2,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.451
749,2,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.538
750,2,2,0.785,replay,1695889890.1976151,replay,True,50000,128,0.778
751,2,3,0.756,replay,1695889890.1976151,replay,True,50000,128,0.757
752,2,4,0.766,replay,1695889890.1976151,replay,True,50000,128,0.768
753,2,5,0.77,replay,1695889890.1976151,replay,True,50000,128,0.774
754,2,6,0.794,replay,1695889890.1976151,replay,True,50000,128,0.773
755,2,7,0.775,replay,1695889890.1976151,replay,True,50000,128,0.777
756,2,8,0.783,replay,1695889890.1976151,replay,True,50000,128,0.778
757,2,9,0.767,replay,1695889890.1976151,replay,True,50000,128,0.789
758,2,10,0.786,replay,1695889890.1976151,replay,True,50000,128,0.776
759,3,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.573
760,3,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.613
761,3,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.647
762,3,3,0.827,replay,1695889890.1976151,replay,True,50000,128,0.821
763,3,4,0.807,replay,1695889890.1976151,replay,True,50000,128,0.805
764,3,5,0.819,replay,1695889890.1976151,replay,True,50000,128,0.819
765,3,6,0.792,replay,1695889890.1976151,replay,True,50000,128,0.809
766,3,7,0.804,replay,1695889890.1976151,replay,True,50000,128,0.803
767,3,8,0.796,replay,1695889890.1976151,replay,True,50000,128,0.812
768,3,9,0.801,replay,1695889890.1976151,replay,True,50000,128,0.81
769,3,10,0.81,replay,1695889890.1976151,replay,True,50000,128,0.812
770,4,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.558
771,4,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.657
772,4,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.663
773,4,3,0.1,replay,1695889890.1976151,replay,True,50000,128,0.712
774,4,4,0.825,replay,1695889890.1976151,replay,True,50000,128,0.825
775,4,5,0.837,replay,1695889890.1976151,replay,True,50000,128,0.826
