index,task,phase,cl_result,run,tstamp,algorithm,manager,replay_mem_size,dense_size,ridge_result
776,4,6,0.815,replay,1695889890.1976151,replay,True,50000,128,0.805
777,4,7,0.813,replay,1695889890.1976151,replay,True,50000,128,0.809
778,4,8,0.834,replay,1695889890.1976151,replay,True,50000,128,0.821
779,4,9,0.803,replay,1695889890.1976151,replay,True,50000,128,0.807
780,4,10,0.819,replay,1695889890.1976151,replay,True,50000,128,0.819
781,5,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.558
782,5,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.627
783,5,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.65
784,5,3,0.1,replay,1695889890.1976151,replay,True,50000,128,0.672
785,5,4,0.1,replay,1695889890.1976151,replay,True,50000,128,0.693
786,5,5,0.823,replay,1695889890.1976151,replay,True,50000,128,0.806
787,5,6,0.796,replay,1695889890.1976151,replay,True,50000,128,0.784
788,5,7,0.812,replay,1695889890.1976151,replay,True,50000,128,0.798
789,5,8,0.813,replay,1695889890.1976151,replay,True,50000,128,0.809
790,5,9,0.8,replay,1695889890.1976151,replay,True,50000,128,0.781
791,5,10,0.8,replay,1695889890.1976151,replay,True,50000,128,0.789
792,6,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.559
793,6,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.63
794,6,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.683
795,6,3,0.1,replay,1695889890.1976151,replay,True,50000,128,0.69
796,6,4,0.1,replay,1695889890.1976151,replay,True,50000,128,0.7
797,6,5,0.1,replay,1695889890.1976151,replay,True,50000,128,0.712
798,6,6,0.845,replay,1695889890.1976151,replay,True,50000,128,0.852
799,6,7,0.829,replay,1695889890.1976151,replay,True,50000,128,0.82
800,6,8,0.828,replay,1695889890.1976151,replay,True,50000,128,0.828
801,6,9,0.834,replay,1695889890.1976151,replay,True,50000,128,0.834
802,6,10,0.83,replay,1695889890.1976151,replay,True,50000,128,0.848
803,7,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.531
804,7,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.584
805,7,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.615
806,7,3,0.1,replay,1695889890.1976151,replay,True,50000,128,0.621
807,7,4,0.1,replay,1695889890.1976151,replay,True,50000,128,0.622
808,7,5,0.1,replay,1695889890.1976151,replay,True,50000,128,0.648
809,7,6,0.1,replay,1695889890.1976151,replay,True,50000,128,0.658
810,7,7,0.791,replay,1695889890.1976151,replay,True,50000,128,0.779
811,7,8,0.777,replay,1695889890.1976151,replay,True,50000,128,0.784
812,7,9,0.779,replay,1695889890.1976151,replay,True,50000,128,0.774
813,7,10,0.766,replay,1695889890.1976151,replay,True,50000,128,0.769
814,8,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.544
815,8,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.623
816,8,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.653
817,8,3,0.1,replay,1695889890.1976151,replay,True,50000,128,0.704
818,8,4,0.1,replay,1695889890.1976151,replay,True,50000,128,0.714
819,8,5,0.1,replay,1695889890.1976151,replay,True,50000,128,0.723
820,8,6,0.1,replay,1695889890.1976151,replay,True,50000,128,0.73
821,8,7,0.1,replay,1695889890.1976151,replay,True,50000,128,0.75
822,8,8,0.847,replay,1695889890.1976151,replay,True,50000,128,0.841
823,8,9,0.822,replay,1695889890.1976151,replay,True,50000,128,0.826
824,8,10,0.821,replay,1695889890.1976151,replay,True,50000,128,0.818
825,9,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.536
826,9,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.63
827,9,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.682
828,9,3,0.1,replay,1695889890.1976151,replay,True,50000,128,0.692
829,9,4,0.1,replay,1695889890.1976151,replay,True,50000,128,0.703
830,9,5,0.1,replay,1695889890.1976151,replay,True,50000,128,0.731
831,9,6,0.1,replay,1695889890.1976151,replay,True,50000,128,0.725
832,9,7,0.1,replay,1695889890.1976151,replay,True,50000,128,0.713
833,9,8,0.1,replay,1695889890.1976151,replay,True,50000,128,0.739
834,9,9,0.815,replay,1695889890.1976151,replay,True,50000,128,0.811
835,9,10,0.806,replay,1695889890.1976151,replay,True,50000,128,0.8
836,10,0,0.1,replay,1695889890.1976151,replay,True,50000,128,0.536
837,10,1,0.1,replay,1695889890.1976151,replay,True,50000,128,0.56
838,10,2,0.1,replay,1695889890.1976151,replay,True,50000,128,0.613
839,10,3,0.1,replay,1695889890.1976151,replay,True,50000,128,0.629
840,10,4,0.1,replay,1695889890.1976151,replay,True,50000,128,0.649
841,10,5,0.1,replay,1695889890.1976151,replay,True,50000,128,0.66
842,10,6,0.1,replay,1695889890.1976151,replay,True,50000,128,0.677
843,10,7,0.1,replay,1695889890.1976151,replay,True,50000,128,0.686
844,10,8,0.1,replay,1695889890.1976151,replay,True,50000,128,0.691
845,10,9,0.1,replay,1695889890.1976151,replay,True,50000,128,0.674
846,10,10,0.816,replay,1695889890.1976151,replay,True,50000,128,0.812
847,0,0,0.8281,replay,1695890671.8768587,replay,True,60000,128,0.8229
848,0,1,0.8258,replay,1695890671.8768587,replay,True,60000,128,0.8154
849,0,2,0.8238,replay,1695890671.8768587,replay,True,60000,128,0.8081
850,0,3,0.8189,replay,1695890671.8768587,replay,True,60000,128,0.807
851,0,4,0.8168,replay,1695890671.8768587,replay,True,60000,128,0.8032
852,0,5,0.8081,replay,1695890671.8768587,replay,True,60000,128,0.7915
853,0,6,0.8012,replay,1695890671.8768587,replay,True,60000,128,0.7879
854,0,7,0.7919,replay,1695890671.8768587,replay,True,60000,128,0.7797
855,0,8,0.7895,replay,1695890671.8768587,replay,True,60000,128,0.774
856,0,9,0.7879,replay,1695890671.8768587,replay,True,60000,128,0.7696
857,0,10,0.7833,replay,1695890671.8768587,replay,True,60000,128,0.7662
858,1,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.64
859,1,1,0.831,replay,1695890671.8768587,replay,True,60000,128,0.831
860,1,2,0.817,replay,1695890671.8768587,replay,True,60000,128,0.813
861,1,3,0.838,replay,1695890671.8768587,replay,True,60000,128,0.819
862,1,4,0.824,replay,1695890671.8768587,replay,True,60000,128,0.831
863,1,5,0.839,replay,1695890671.8768587,replay,True,60000,128,0.824
864,1,6,0.845,replay,1695890671.8768587,replay,True,60000,128,0.829
865,1,7,0.847,replay,1695890671.8768587,replay,True,60000,128,0.832
866,1,8,0.842,replay,1695890671.8768587,replay,True,60000,128,0.818
867,1,9,0.831,replay,1695890671.8768587,replay,True,60000,128,0.826
868,1,10,0.83,replay,1695890671.8768587,replay,True,60000,128,0.834
869,2,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.446
870,2,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.521
871,2,2,0.803,replay,1695890671.8768587,replay,True,60000,128,0.794
872,2,3,0.763,replay,1695890671.8768587,replay,True,60000,128,0.772
873,2,4,0.766,replay,1695890671.8768587,replay,True,60000,128,0.766
874,2,5,0.783,replay,1695890671.8768587,replay,True,60000,128,0.773
875,2,6,0.765,replay,1695890671.8768587,replay,True,60000,128,0.769
876,2,7,0.755,replay,1695890671.8768587,replay,True,60000,128,0.783
877,2,8,0.777,replay,1695890671.8768587,replay,True,60000,128,0.768
878,2,9,0.766,replay,1695890671.8768587,replay,True,60000,128,0.775
879,2,10,0.772,replay,1695890671.8768587,replay,True,60000,128,0.766
880,3,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.572
881,3,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.616
882,3,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.652
883,3,3,0.826,replay,1695890671.8768587,replay,True,60000,128,0.827
884,3,4,0.817,replay,1695890671.8768587,replay,True,60000,128,0.8
885,3,5,0.81,replay,1695890671.8768587,replay,True,60000,128,0.807
886,3,6,0.805,replay,1695890671.8768587,replay,True,60000,128,0.799
887,3,7,0.806,replay,1695890671.8768587,replay,True,60000,128,0.8
888,3,8,0.823,replay,1695890671.8768587,replay,True,60000,128,0.81
889,3,9,0.821,replay,1695890671.8768587,replay,True,60000,128,0.812
890,3,10,0.811,replay,1695890671.8768587,replay,True,60000,128,0.812
891,4,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.558
892,4,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.658
893,4,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.67
894,4,3,0.1,replay,1695890671.8768587,replay,True,60000,128,0.718
895,4,4,0.845,replay,1695890671.8768587,replay,True,60000,128,0.836
896,4,5,0.816,replay,1695890671.8768587,replay,True,60000,128,0.809
897,4,6,0.808,replay,1695890671.8768587,replay,True,60000,128,0.801
898,4,7,0.815,replay,1695890671.8768587,replay,True,60000,128,0.802
899,4,8,0.829,replay,1695890671.8768587,replay,True,60000,128,0.803
900,4,9,0.829,replay,1695890671.8768587,replay,True,60000,128,0.809
901,4,10,0.831,replay,1695890671.8768587,replay,True,60000,128,0.805
902,5,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.556
903,5,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.636
904,5,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.66
905,5,3,0.1,replay,1695890671.8768587,replay,True,60000,128,0.684
906,5,4,0.1,replay,1695890671.8768587,replay,True,60000,128,0.698
907,5,5,0.818,replay,1695890671.8768587,replay,True,60000,128,0.803
908,5,6,0.793,replay,1695890671.8768587,replay,True,60000,128,0.8
909,5,7,0.806,replay,1695890671.8768587,replay,True,60000,128,0.803
910,5,8,0.815,replay,1695890671.8768587,replay,True,60000,128,0.812
911,5,9,0.809,replay,1695890671.8768587,replay,True,60000,128,0.798
912,5,10,0.807,replay,1695890671.8768587,replay,True,60000,128,0.815
913,6,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.574
914,6,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.655
915,6,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.688
916,6,3,0.1,replay,1695890671.8768587,replay,True,60000,128,0.702
917,6,4,0.1,replay,1695890671.8768587,replay,True,60000,128,0.692
918,6,5,0.1,replay,1695890671.8768587,replay,True,60000,128,0.737
919,6,6,0.854,replay,1695890671.8768587,replay,True,60000,128,0.857
920,6,7,0.829,replay,1695890671.8768587,replay,True,60000,128,0.827
921,6,8,0.837,replay,1695890671.8768587,replay,True,60000,128,0.838
922,6,9,0.835,replay,1695890671.8768587,replay,True,60000,128,0.823
923,6,10,0.836,replay,1695890671.8768587,replay,True,60000,128,0.832
924,7,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.537
925,7,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.58
926,7,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.62
927,7,3,0.1,replay,1695890671.8768587,replay,True,60000,128,0.621
928,7,4,0.1,replay,1695890671.8768587,replay,True,60000,128,0.639
929,7,5,0.1,replay,1695890671.8768587,replay,True,60000,128,0.653
930,7,6,0.1,replay,1695890671.8768587,replay,True,60000,128,0.655
931,7,7,0.788,replay,1695890671.8768587,replay,True,60000,128,0.783
932,7,8,0.771,replay,1695890671.8768587,replay,True,60000,128,0.761
933,7,9,0.77,replay,1695890671.8768587,replay,True,60000,128,0.76
934,7,10,0.766,replay,1695890671.8768587,replay,True,60000,128,0.755
935,8,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.563
936,8,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.656
937,8,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.641
938,8,3,0.1,replay,1695890671.8768587,replay,True,60000,128,0.704
939,8,4,0.1,replay,1695890671.8768587,replay,True,60000,128,0.72
940,8,5,0.1,replay,1695890671.8768587,replay,True,60000,128,0.722
941,8,6,0.1,replay,1695890671.8768587,replay,True,60000,128,0.73
942,8,7,0.1,replay,1695890671.8768587,replay,True,60000,128,0.757
943,8,8,0.835,replay,1695890671.8768587,replay,True,60000,128,0.836
944,8,9,0.835,replay,1695890671.8768587,replay,True,60000,128,0.842
945,8,10,0.818,replay,1695890671.8768587,replay,True,60000,128,0.82
946,9,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.548
947,9,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.637
948,9,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.693
949,9,3,0.1,replay,1695890671.8768587,replay,True,60000,128,0.713
950,9,4,0.1,replay,1695890671.8768587,replay,True,60000,128,0.713
951,9,5,0.1,replay,1695890671.8768587,replay,True,60000,128,0.727
952,9,6,0.1,replay,1695890671.8768587,replay,True,60000,128,0.743
953,9,7,0.1,replay,1695890671.8768587,replay,True,60000,128,0.735
954,9,8,0.1,replay,1695890671.8768587,replay,True,60000,128,0.745
955,9,9,0.815,replay,1695890671.8768587,replay,True,60000,128,0.813
956,9,10,0.805,replay,1695890671.8768587,replay,True,60000,128,0.802
957,10,0,0.1,replay,1695890671.8768587,replay,True,60000,128,0.518
958,10,1,0.1,replay,1695890671.8768587,replay,True,60000,128,0.574
959,10,2,0.1,replay,1695890671.8768587,replay,True,60000,128,0.612
960,10,3,0.1,replay,1695890671.8768587,replay,True,60000,128,0.629
961,10,4,0.1,replay,1695890671.8768587,replay,True,60000,128,0.66
962,10,5,0.1,replay,1695890671.8768587,replay,True,60000,128,0.663
963,10,6,0.1,replay,1695890671.8768587,replay,True,60000,128,0.656
964,10,7,0.1,replay,1695890671.8768587,replay,True,60000,128,0.68
965,10,8,0.1,replay,1695890671.8768587,replay,True,60000,128,0.676
966,10,9,0.1,replay,1695890671.8768587,replay,True,60000,128,0.701
967,10,10,0.826,replay,1695890671.8768587,replay,True,60000,128,0.812
968,0,0,0.8281,replay,1695891127.9712236,replay,True,100000,128,0.8221
969,0,1,0.8258,replay,1695891127.9712236,replay,True,100000,128,0.8148
970,0,2,0.8258,replay,1695891127.9712236,replay,True,100000,128,0.8108
971,0,3,0.8253,replay,1695891127.9712236,replay,True,100000,128,0.8081
972,0,4,0.829,replay,1695891127.9712236,replay,True,100000,128,0.81
973,0,5,0.816,replay,1695891127.9712236,replay,True,100000,128,0.7999
974,0,6,0.8122,replay,1695891127.9712236,replay,True,100000,128,0.7962
975,0,7,0.8057,replay,1695891127.9712236,replay,True,100000,128,0.7901
976,0,8,0.7979,replay,1695891127.9712236,replay,True,100000,128,0.7874
977,0,9,0.7895,replay,1695891127.9712236,replay,True,100000,128,0.7774
978,0,10,0.794,replay,1695891127.9712236,replay,True,100000,128,0.7717
979,1,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.633
980,1,1,0.831,replay,1695891127.9712236,replay,True,100000,128,0.829
981,1,2,0.811,replay,1695891127.9712236,replay,True,100000,128,0.79
982,1,3,0.806,replay,1695891127.9712236,replay,True,100000,128,0.812
983,1,4,0.821,replay,1695891127.9712236,replay,True,100000,128,0.814
984,1,5,0.817,replay,1695891127.9712236,replay,True,100000,128,0.827
985,1,6,0.823,replay,1695891127.9712236,replay,True,100000,128,0.822
986,1,7,0.835,replay,1695891127.9712236,replay,True,100000,128,0.817
987,1,8,0.826,replay,1695891127.9712236,replay,True,100000,128,0.827
988,1,9,0.825,replay,1695891127.9712236,replay,True,100000,128,0.821
989,1,10,0.814,replay,1695891127.9712236,replay,True,100000,128,0.811
990,2,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.443
991,2,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.532
992,2,2,0.797,replay,1695891127.9712236,replay,True,100000,128,0.784
993,2,3,0.759,replay,1695891127.9712236,replay,True,100000,128,0.761
994,2,4,0.762,replay,1695891127.9712236,replay,True,100000,128,0.754
995,2,5,0.749,replay,1695891127.9712236,replay,True,100000,128,0.763
996,2,6,0.765,replay,1695891127.9712236,replay,True,100000,128,0.75
997,2,7,0.748,replay,1695891127.9712236,replay,True,100000,128,0.77
998,2,8,0.775,replay,1695891127.9712236,replay,True,100000,128,0.765
999,2,9,0.765,replay,1695891127.9712236,replay,True,100000,128,0.778
1000,2,10,0.76,replay,1695891127.9712236,replay,True,100000,128,0.765
1001,3,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.563
1002,3,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.604
1003,3,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.611
1004,3,3,0.827,replay,1695891127.9712236,replay,True,100000,128,0.828
1005,3,4,0.816,replay,1695891127.9712236,replay,True,100000,128,0.798
1006,3,5,0.812,replay,1695891127.9712236,replay,True,100000,128,0.797
1007,3,6,0.817,replay,1695891127.9712236,replay,True,100000,128,0.793
1008,3,7,0.816,replay,1695891127.9712236,replay,True,100000,128,0.806
1009,3,8,0.814,replay,1695891127.9712236,replay,True,100000,128,0.819
1010,3,9,0.815,replay,1695891127.9712236,replay,True,100000,128,0.803
1011,3,10,0.812,replay,1695891127.9712236,replay,True,100000,128,0.801
1012,4,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.552
1013,4,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.636
1014,4,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.658
1015,4,3,0.1,replay,1695891127.9712236,replay,True,100000,128,0.695
1016,4,4,0.835,replay,1695891127.9712236,replay,True,100000,128,0.829
1017,4,5,0.806,replay,1695891127.9712236,replay,True,100000,128,0.791
1018,4,6,0.814,replay,1695891127.9712236,replay,True,100000,128,0.787
1019,4,7,0.825,replay,1695891127.9712236,replay,True,100000,128,0.804
1020,4,8,0.822,replay,1695891127.9712236,replay,True,100000,128,0.812
1021,4,9,0.816,replay,1695891127.9712236,replay,True,100000,128,0.812
1022,4,10,0.824,replay,1695891127.9712236,replay,True,100000,128,0.805
1023,5,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.542
1024,5,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.621
1025,5,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.66
1026,5,3,0.1,replay,1695891127.9712236,replay,True,100000,128,0.684
1027,5,4,0.1,replay,1695891127.9712236,replay,True,100000,128,0.687
1028,5,5,0.82,replay,1695891127.9712236,replay,True,100000,128,0.818
1029,5,6,0.801,replay,1695891127.9712236,replay,True,100000,128,0.798
1030,5,7,0.819,replay,1695891127.9712236,replay,True,100000,128,0.806
1031,5,8,0.807,replay,1695891127.9712236,replay,True,100000,128,0.807
1032,5,9,0.804,replay,1695891127.9712236,replay,True,100000,128,0.812
1033,5,10,0.814,replay,1695891127.9712236,replay,True,100000,128,0.795
1034,6,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.558
1035,6,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.626
1036,6,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.675
1037,6,3,0.1,replay,1695891127.9712236,replay,True,100000,128,0.701
1038,6,4,0.1,replay,1695891127.9712236,replay,True,100000,128,0.706
1039,6,5,0.1,replay,1695891127.9712236,replay,True,100000,128,0.711
1040,6,6,0.872,replay,1695891127.9712236,replay,True,100000,128,0.863
1041,6,7,0.839,replay,1695891127.9712236,replay,True,100000,128,0.831
1042,6,8,0.84,replay,1695891127.9712236,replay,True,100000,128,0.834
1043,6,9,0.843,replay,1695891127.9712236,replay,True,100000,128,0.831
1044,6,10,0.833,replay,1695891127.9712236,replay,True,100000,128,0.827
1045,7,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.553
1046,7,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.575
1047,7,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.619
1048,7,3,0.1,replay,1695891127.9712236,replay,True,100000,128,0.607
1049,7,4,0.1,replay,1695891127.9712236,replay,True,100000,128,0.625
1050,7,5,0.1,replay,1695891127.9712236,replay,True,100000,128,0.64
1051,7,6,0.1,replay,1695891127.9712236,replay,True,100000,128,0.672
1052,7,7,0.767,replay,1695891127.9712236,replay,True,100000,128,0.764
1053,7,8,0.763,replay,1695891127.9712236,replay,True,100000,128,0.75
1054,7,9,0.763,replay,1695891127.9712236,replay,True,100000,128,0.756
1055,7,10,0.753,replay,1695891127.9712236,replay,True,100000,128,0.736
1056,8,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.558
1057,8,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.633
1058,8,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.648
1059,8,3,0.1,replay,1695891127.9712236,replay,True,100000,128,0.714
1060,8,4,0.1,replay,1695891127.9712236,replay,True,100000,128,0.719
1061,8,5,0.1,replay,1695891127.9712236,replay,True,100000,128,0.744
1062,8,6,0.1,replay,1695891127.9712236,replay,True,100000,128,0.739
1063,8,7,0.1,replay,1695891127.9712236,replay,True,100000,128,0.737
1064,8,8,0.842,replay,1695891127.9712236,replay,True,100000,128,0.842
1065,8,9,0.835,replay,1695891127.9712236,replay,True,100000,128,0.827
1066,8,10,0.818,replay,1695891127.9712236,replay,True,100000,128,0.824
1067,9,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.529
1068,9,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.624
1069,9,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.663
1070,9,3,0.1,replay,1695891127.9712236,replay,True,100000,128,0.687
1071,9,4,0.1,replay,1695891127.9712236,replay,True,100000,128,0.712
1072,9,5,0.1,replay,1695891127.9712236,replay,True,100000,128,0.713
1073,9,6,0.1,replay,1695891127.9712236,replay,True,100000,128,0.715
1074,9,7,0.1,replay,1695891127.9712236,replay,True,100000,128,0.744
1075,9,8,0.1,replay,1695891127.9712236,replay,True,100000,128,0.743
1076,9,9,0.811,replay,1695891127.9712236,replay,True,100000,128,0.807
1077,9,10,0.8,replay,1695891127.9712236,replay,True,100000,128,0.805
1078,10,0,0.1,replay,1695891127.9712236,replay,True,100000,128,0.53
1079,10,1,0.1,replay,1695891127.9712236,replay,True,100000,128,0.585
1080,10,2,0.1,replay,1695891127.9712236,replay,True,100000,128,0.629
1081,10,3,0.1,replay,1695891127.9712236,replay,True,100000,128,0.644
1082,10,4,0.1,replay,1695891127.9712236,replay,True,100000,128,0.658
1083,10,5,0.1,replay,1695891127.9712236,replay,True,100000,128,0.662
1084,10,6,0.1,replay,1695891127.9712236,replay,True,100000,128,0.666
1085,10,7,0.1,replay,1695891127.9712236,replay,True,100000,128,0.683
1086,10,8,0.1,replay,1695891127.9712236,replay,True,100000,128,0.69
1087,10,9,0.1,replay,1695891127.9712236,replay,True,100000,128,0.695
1088,10,10,0.804,replay,1695891127.9712236,replay,True,100000,128,0.796
1089,0,0,0.827,replay,1695891217.060102,replay,True,50000,128,0.8237
1090,0,1,0.8221,replay,1695891217.060102,replay,True,50000,128,0.8178
1091,0,2,0.8161,replay,1695891217.060102,replay,True,50000,128,0.8112
1092,0,3,0.8061,replay,1695891217.060102,replay,True,50000,128,0.7987
1093,0,4,0.7989,replay,1695891217.060102,replay,True,50000,128,0.797
1094,0,5,0.7947,replay,1695891217.060102,replay,True,50000,128,0.791
1095,0,6,0.7912,replay,1695891217.060102,replay,True,50000,128,0.7824
1096,0,7,0.7807,replay,1695891217.060102,replay,True,50000,128,0.7796
1097,0,8,0.7776,replay,1695891217.060102,replay,True,50000,128,0.7693
1098,0,9,0.7665,replay,1695891217.060102,replay,True,50000,128,0.7589
1099,0,10,0.7626,replay,1695891217.060102,replay,True,50000,128,0.7622
1100,1,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.569
1101,1,1,0.828,replay,1695891217.060102,replay,True,50000,128,0.82
1102,1,2,0.801,replay,1695891217.060102,replay,True,50000,128,0.806
1103,1,3,0.809,replay,1695891217.060102,replay,True,50000,128,0.809
1104,1,4,0.796,replay,1695891217.060102,replay,True,50000,128,0.813
1105,1,5,0.805,replay,1695891217.060102,replay,True,50000,128,0.809
1106,1,6,0.801,replay,1695891217.060102,replay,True,50000,128,0.799
1107,1,7,0.797,replay,1695891217.060102,replay,True,50000,128,0.817
1108,1,8,0.812,replay,1695891217.060102,replay,True,50000,128,0.822
1109,1,9,0.818,replay,1695891217.060102,replay,True,50000,128,0.816
1110,1,10,0.811,replay,1695891217.060102,replay,True,50000,128,0.816
1111,2,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.515
1112,2,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.595
1113,2,2,0.774,replay,1695891217.060102,replay,True,50000,128,0.779
1114,2,3,0.771,replay,1695891217.060102,replay,True,50000,128,0.772
1115,2,4,0.762,replay,1695891217.060102,replay,True,50000,128,0.774
1116,2,5,0.773,replay,1695891217.060102,replay,True,50000,128,0.768
1117,2,6,0.788,replay,1695891217.060102,replay,True,50000,128,0.785
1118,2,7,0.795,replay,1695891217.060102,replay,True,50000,128,0.785
1119,2,8,0.784,replay,1695891217.060102,replay,True,50000,128,0.777
1120,2,9,0.782,replay,1695891217.060102,replay,True,50000,128,0.781
1121,2,10,0.799,replay,1695891217.060102,replay,True,50000,128,0.778
1122,3,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.575
1123,3,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.629
1124,3,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.66
1125,3,3,0.823,replay,1695891217.060102,replay,True,50000,128,0.817
1126,3,4,0.794,replay,1695891217.060102,replay,True,50000,128,0.79
1127,3,5,0.781,replay,1695891217.060102,replay,True,50000,128,0.786
1128,3,6,0.791,replay,1695891217.060102,replay,True,50000,128,0.786
1129,3,7,0.793,replay,1695891217.060102,replay,True,50000,128,0.81
1130,3,8,0.795,replay,1695891217.060102,replay,True,50000,128,0.796
1131,3,9,0.814,replay,1695891217.060102,replay,True,50000,128,0.804
1132,3,10,0.811,replay,1695891217.060102,replay,True,50000,128,0.803
1133,4,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.512
1134,4,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.527
1135,4,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.612
1136,4,3,0.1,replay,1695891217.060102,replay,True,50000,128,0.64
1137,4,4,0.812,replay,1695891217.060102,replay,True,50000,128,0.808
1138,4,5,0.787,replay,1695891217.060102,replay,True,50000,128,0.774
1139,4,6,0.782,replay,1695891217.060102,replay,True,50000,128,0.778
1140,4,7,0.774,replay,1695891217.060102,replay,True,50000,128,0.759
1141,4,8,0.776,replay,1695891217.060102,replay,True,50000,128,0.768
1142,4,9,0.775,replay,1695891217.060102,replay,True,50000,128,0.766
1143,4,10,0.778,replay,1695891217.060102,replay,True,50000,128,0.766
1144,5,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.519
1145,5,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.645
1146,5,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.656
1147,5,3,0.1,replay,1695891217.060102,replay,True,50000,128,0.679
1148,5,4,0.1,replay,1695891217.060102,replay,True,50000,128,0.701
1149,5,5,0.801,replay,1695891217.060102,replay,True,50000,128,0.8
1150,5,6,0.814,replay,1695891217.060102,replay,True,50000,128,0.789
1151,5,7,0.818,replay,1695891217.060102,replay,True,50000,128,0.791
1152,5,8,0.839,replay,1695891217.060102,replay,True,50000,128,0.814
1153,5,9,0.805,replay,1695891217.060102,replay,True,50000,128,0.793
1154,5,10,0.817,replay,1695891217.060102,replay,True,50000,128,0.803
1155,6,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.47
1156,6,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.58
1157,6,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.635
1158,6,3,0.1,replay,1695891217.060102,replay,True,50000,128,0.659
